# v2.3 | 20260227 | BIM Template family_parameter_bindings
ParameterGroup,ParameterName,GUID,DataType,BindingType,Description,RevitCategory,Maps_To_Shared_Param_GUID
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Plumbing Fixtures,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Ramps,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Roofs,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Rooms,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Specialty Equipment,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Sprinklers,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Stairs,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Walls,eeffb276-c8ea-45f3-8a0c-c8a624119b61
COM_DAT,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],Windows,eeffb276-c8ea-45f3-8a0c-c8a624119b61
CST_PROC,BLE_MAT_L1_MAT_TXT,466e2578-05f3-5352-9e27-a95a37760ec5,TEXT,Instance,Ble Mat L1 Mat Txt [ISO 19650-1:2018],Materials,466e2578-05f3-5352-9e27-a95a37760ec5
MAT_INFO,MAT_LOCATION,77673d78-89cd-5919-8d96-e0ed6d6519ed,TEXT,Instance,Mat Location [ISO 19650-1:2018],Materials,77673d78-89cd-5919-8d96-e0ed6d6519ed
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Air Terminals,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Cable Trays,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Casework,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Ceilings,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Conduits,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Curtain Panels,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Curtain Wall Mullions,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Doors,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Ducts,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Electrical Equipment,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Electrical Fixtures,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Floors,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Furniture,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Generic Models,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Lighting Fixtures,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Mechanical Equipment,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Pipe Accessories,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Pipe Fittings,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Pipes,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Plumbing Equipment,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Plumbing Fixtures,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Ramps,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Roofs,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Rooms,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Specialty Equipment,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Sprinklers,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Stairs,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Walls,834a8478-47fb-402b-b333-3c5ed761c865
COM_DAT,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,CURRENCY,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],Windows,834a8478-47fb-402b-b333-3c5ed761c865
PLM_DRN,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],Generic Models,098dc279-7870-50e9-93c3-5ba1b8ff9a20
PLM_DRN,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],Pipe Accessories,098dc279-7870-50e9-93c3-5ba1b8ff9a20
PLM_DRN,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],Pipe Fittings,098dc279-7870-50e9-93c3-5ba1b8ff9a20
PLM_DRN,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],Pipes,098dc279-7870-50e9-93c3-5ba1b8ff9a20
PLM_DRN,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],Plumbing Equipment,098dc279-7870-50e9-93c3-5ba1b8ff9a20
PLM_DRN,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],Plumbing Fixtures,098dc279-7870-50e9-93c3-5ba1b8ff9a20
PLM_DRN,PLM_DRN_FLW_RATE_LPS,098dc279-7870-50e9-93c3-5ba1b8ff9a20,VOLUME,Type,Plm Drn Flw Rate Lps [ISO 19650-1:2018],Sprinklers,098dc279-7870-50e9-93c3-5ba1b8ff9a20
PLM_DRN,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],Generic Models,d4e8de7a-6502-521e-93da-fd7812d5e373
PLM_DRN,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],Pipe Accessories,d4e8de7a-6502-521e-93da-fd7812d5e373
PLM_DRN,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],Pipe Fittings,d4e8de7a-6502-521e-93da-fd7812d5e373
PLM_DRN,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],Pipes,d4e8de7a-6502-521e-93da-fd7812d5e373
PLM_DRN,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],Plumbing Equipment,d4e8de7a-6502-521e-93da-fd7812d5e373
PLM_DRN,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],Plumbing Fixtures,d4e8de7a-6502-521e-93da-fd7812d5e373
PLM_DRN,PLM_GASKET_THICKNESS_MM,d4e8de7a-6502-521e-93da-fd7812d5e373,LENGTH,Type,Plm Gasket Thickness Mm [ISO 19650-1:2018],Sprinklers,d4e8de7a-6502-521e-93da-fd7812d5e373
TPL_TRACKING,CP_ELEMENT_TYPE_TXT,5cdeb37b-1acc-4042-8aa9-16fc6e5b3792,TEXT,Type,Element type in palette [ISO 19650-1:2018],Generic Models,5cdeb37b-1acc-4042-8aa9-16fc6e5b3792
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Air Terminals,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Cable Trays,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Casework,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Ceilings,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Conduits,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Curtain Panels,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Curtain Wall Mullions,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Doors,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Ducts,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Electrical Equipment,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Electrical Fixtures,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Floors,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Furniture,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Generic Models,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Lighting Fixtures,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Mechanical Equipment,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Pipe Accessories,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Pipe Fittings,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Pipes,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Plumbing Equipment,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Plumbing Fixtures,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Ramps,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Roofs,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Rooms,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Specialty Equipment,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Sprinklers,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Stairs,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Walls,6fcfc27b-a42d-4f54-92ad-66c875f9be38
ASS_MNG,ASS_TAG_6_TXT,6fcfc27b-a42d-4f54-92ad-66c875f9be38,TEXT,Type,Ass Tag 3 Txt [ISO 19650-3:2020],Windows,6fcfc27b-a42d-4f54-92ad-66c875f9be38
PROP_PHYSICAL,PROP_DENSITY_KG_M3,7ac2667c-733e-5427-a646-4114c1d5d966,VOLUME,Instance,Prop Density Kg M3 [ISO 19650-1:2018],Materials,7ac2667c-733e-5427-a646-4114c1d5d966
LTG_CONTROLS,LTG_CKT_NR_TXT,d233837c-5748-57d3-904b-f68e72e4c1e5,TEXT,Type,Ltg Ckt Nr Txt [ISO 19650-1:2018],Generic Models,d233837c-5748-57d3-904b-f68e72e4c1e5
LTG_CONTROLS,LTG_CKT_NR_TXT,d233837c-5748-57d3-904b-f68e72e4c1e5,TEXT,Type,Ltg Ckt Nr Txt [ISO 19650-1:2018],Lighting Fixtures,d233837c-5748-57d3-904b-f68e72e4c1e5
ELC_PWR,ELC_CKT_FINAL_TXT,9cec857c-be26-5146-a85b-d69749aa4592,TEXT,Type,Elc Ckt Final Txt [ISO 19650-1:2018],Electrical Equipment,9cec857c-be26-5146-a85b-d69749aa4592
ELC_PWR,ELC_CKT_FINAL_TXT,9cec857c-be26-5146-a85b-d69749aa4592,TEXT,Type,Elc Ckt Final Txt [ISO 19650-1:2018],Electrical Fixtures,9cec857c-be26-5146-a85b-d69749aa4592
ELC_PWR,ELC_CKT_FINAL_TXT,9cec857c-be26-5146-a85b-d69749aa4592,TEXT,Type,Elc Ckt Final Txt [ISO 19650-1:2018],Generic Models,9cec857c-be26-5146-a85b-d69749aa4592
ELC_PWR,ELC_CKT_FINAL_TXT,9cec857c-be26-5146-a85b-d69749aa4592,TEXT,Type,Elc Ckt Final Txt [ISO 19650-1:2018],Lighting Fixtures,9cec857c-be26-5146-a85b-d69749aa4592
MAT_INFO,MAT_ELEMENT_TYPE,8e5bf87c-4cd4-575a-95cc-e2faf2beaf70,TEXT,Instance,Mat Element Type [ISO 19650-1:2018],Materials,8e5bf87c-4cd4-575a-95cc-e2faf2beaf70
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Air Terminals,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Cable Trays,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Casework,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Conduits,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Electrical Equipment,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Electrical Fixtures,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Furniture,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Generic Models,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Lighting Fixtures,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Mechanical Equipment,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Plumbing Equipment,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Plumbing Fixtures,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Specialty Equipment,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],Sprinklers,b0853b7d-8b73-5234-a97f-9a33120b432b
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Air Terminals,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Cable Trays,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Casework,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Ceilings,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Conduits,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Curtain Panels,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Curtain Wall Mullions,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Doors,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
ASS_MNG,ASS_TAG_1_TXT,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,TEXT,Type,Ass Tag 1 Txt [ISO 19650-3:2020],Ducts,1eeb577d-342d-5039-97f1-f1dd8d80c8c4
