# v2.3 | 20260227 | BIM Template family_parameter_bindings
ParameterGroup,ParameterName,GUID,DataType,BindingType,Description,RevitCategory,Maps_To_Shared_Param_GUID
COM_DAT,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,Type,CUSTOMSCLEARANCETIME(DAYS),Casework,37159083-c17f-5fa7-80f6-007a53a8f67d
COM_DAT,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,Type,CUSTOMSCLEARANCETIME(DAYS),Electrical Equipment,37159083-c17f-5fa7-80f6-007a53a8f67d
COM_DAT,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,Type,CUSTOMSCLEARANCETIME(DAYS),Furniture,37159083-c17f-5fa7-80f6-007a53a8f67d
COM_DAT,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,Type,CUSTOMSCLEARANCETIME(DAYS),Generic Models,37159083-c17f-5fa7-80f6-007a53a8f67d
COM_DAT,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,Type,CUSTOMSCLEARANCETIME(DAYS),Mechanical Equipment,37159083-c17f-5fa7-80f6-007a53a8f67d
COM_DAT,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,Type,CUSTOMSCLEARANCETIME(DAYS),Plumbing Fixtures,37159083-c17f-5fa7-80f6-007a53a8f67d
COM_DAT,CST_SUP_CUSTOMS_CLEARANCE_DAYS,37159083-c17f-5fa7-80f6-007a53a8f67d,NUMBER,Type,CUSTOMSCLEARANCETIME(DAYS),Specialty Equipment,37159083-c17f-5fa7-80f6-007a53a8f67d
COM_DAT,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,Type,LOCALSUPPLIERAVAILABLE,Casework,a253f382-f8e0-561f-9382-1d6f5c9c9009
COM_DAT,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,Type,LOCALSUPPLIERAVAILABLE,Electrical Equipment,a253f382-f8e0-561f-9382-1d6f5c9c9009
COM_DAT,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,Type,LOCALSUPPLIERAVAILABLE,Furniture,a253f382-f8e0-561f-9382-1d6f5c9c9009
COM_DAT,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,Type,LOCALSUPPLIERAVAILABLE,Generic Models,a253f382-f8e0-561f-9382-1d6f5c9c9009
COM_DAT,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,Type,LOCALSUPPLIERAVAILABLE,Mechanical Equipment,a253f382-f8e0-561f-9382-1d6f5c9c9009
COM_DAT,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,Type,LOCALSUPPLIERAVAILABLE,Plumbing Fixtures,a253f382-f8e0-561f-9382-1d6f5c9c9009
COM_DAT,CST_SUP_LOCAL_SUPPLIER_TXT,a253f382-f8e0-561f-9382-1d6f5c9c9009,TEXT,Type,LOCALSUPPLIERAVAILABLE,Specialty Equipment,a253f382-f8e0-561f-9382-1d6f5c9c9009
COM_DAT,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,Type,PAYMENTTERMS,Casework,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f
COM_DAT,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,Type,PAYMENTTERMS,Electrical Equipment,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f
COM_DAT,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,Type,PAYMENTTERMS,Furniture,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f
COM_DAT,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,Type,PAYMENTTERMS,Generic Models,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f
COM_DAT,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,Type,PAYMENTTERMS,Mechanical Equipment,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f
COM_DAT,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,Type,PAYMENTTERMS,Plumbing Fixtures,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f
COM_DAT,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,Type,PAYMENTTERMS,Specialty Equipment,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f
COM_DAT,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,Type,PREFERREDSUPPLIERNAME,Casework,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc
COM_DAT,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,Type,PREFERREDSUPPLIERNAME,Electrical Equipment,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc
COM_DAT,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,Type,PREFERREDSUPPLIERNAME,Furniture,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc
COM_DAT,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,Type,PREFERREDSUPPLIERNAME,Generic Models,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc
COM_DAT,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,Type,PREFERREDSUPPLIERNAME,Mechanical Equipment,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc
COM_DAT,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,Type,PREFERREDSUPPLIERNAME,Plumbing Fixtures,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc
COM_DAT,CST_SUP_PREFERRED_SUPPLIER_TXT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,TEXT,Type,PREFERREDSUPPLIERNAME,Specialty Equipment,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc
COM_DAT,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,Type,PROCUREMENTLEADTIME(DAYS),Casework,a49779c2-c2c9-556b-9968-acebb0809061
COM_DAT,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,Type,PROCUREMENTLEADTIME(DAYS),Electrical Equipment,a49779c2-c2c9-556b-9968-acebb0809061
COM_DAT,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,Type,PROCUREMENTLEADTIME(DAYS),Furniture,a49779c2-c2c9-556b-9968-acebb0809061
COM_DAT,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,Type,PROCUREMENTLEADTIME(DAYS),Generic Models,a49779c2-c2c9-556b-9968-acebb0809061
COM_DAT,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,Type,PROCUREMENTLEADTIME(DAYS),Mechanical Equipment,a49779c2-c2c9-556b-9968-acebb0809061
COM_DAT,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,Type,PROCUREMENTLEADTIME(DAYS),Plumbing Fixtures,a49779c2-c2c9-556b-9968-acebb0809061
COM_DAT,CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,a49779c2-c2c9-556b-9968-acebb0809061,NUMBER,Type,PROCUREMENTLEADTIME(DAYS),Specialty Equipment,a49779c2-c2c9-556b-9968-acebb0809061
COM_DAT,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,Type,QUALITYINSPECTIONREQUIRED,Casework,94cbc6ba-9604-51db-af46-e2aec831f284
COM_DAT,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,Type,QUALITYINSPECTIONREQUIRED,Electrical Equipment,94cbc6ba-9604-51db-af46-e2aec831f284
COM_DAT,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,Type,QUALITYINSPECTIONREQUIRED,Furniture,94cbc6ba-9604-51db-af46-e2aec831f284
COM_DAT,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,Type,QUALITYINSPECTIONREQUIRED,Generic Models,94cbc6ba-9604-51db-af46-e2aec831f284
COM_DAT,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,Type,QUALITYINSPECTIONREQUIRED,Mechanical Equipment,94cbc6ba-9604-51db-af46-e2aec831f284
COM_DAT,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,Type,QUALITYINSPECTIONREQUIRED,Plumbing Fixtures,94cbc6ba-9604-51db-af46-e2aec831f284
COM_DAT,CST_SUP_QUALITY_INSP_REQ_BOOL,94cbc6ba-9604-51db-af46-e2aec831f284,YESNO,Type,QUALITYINSPECTIONREQUIRED,Specialty Equipment,94cbc6ba-9604-51db-af46-e2aec831f284
