# Parameter_Name,Categories(pipe)|<ALL>=universal
BLE_FURNITURE_FINISH_TXT,Furniture|Furniture Systems
BLE_FURN_FINISH_TXT,Furniture|Furniture Systems
BLE_FURN_MATERIAL_TXT,Furniture|Furniture Systems
BLE_FURN_WORKSTATION_TYPE_TXT,Furniture|Furniture Systems
BLE_HEADROOM_MM,Rooms
BLE_LIVE_LOAD_KPA,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_LOAD_BEARING_ELE_BOOL,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_MATERIAL_TXT,Materials
BLE_MAT_APPLICATION_TXT,Materials
BLE_MAT_CATEGORY_TXT,Materials
BLE_MAT_DISCIPLINE_TXT,Materials
BLE_MAT_DURABILITY_TXT,Materials
BLE_MAT_ELEM_TYPE_TXT,Materials
BLE_MAT_ID_TXT,Materials
BLE_MAT_L1_FUNC_TXT,Materials
BLE_MAT_L1_MAT_TXT,Materials
BLE_MAT_L1_THK_MM,Materials
BLE_MAT_L2_FUNC_TXT,Materials
BLE_MAT_L2_MAT_TXT,Materials
BLE_MAT_L2_THK_MM,Materials
BLE_MAT_LAYER_CNT_INT,Materials
BLE_MAT_NAME_TXT,Materials
BLE_MAT_SPEC_TXT,Materials
BLE_MAT_STANDARD_TXT,Materials
BLE_MAT_TEXTURE_URL,Materials
BLE_MAT_THICK_MM,Materials
BLE_MORTAR_MIX_TXT,Walls|Floors|Ceilings|Roofs|Rooms
BLE_MULLION_DEPTH_MM,Walls|Curtain Panels|Curtain Wall Mullions
BLE_MULLION_FINISH_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_MULLION_MATERIAL_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_PAINT_TYPE_TXT,Walls|Floors|Ceilings|Roofs|Rooms
BLE_PANEL_GLASS_TYPE_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_PANEL_HEIGHT_MM,Walls|Curtain Panels|Curtain Wall Mullions
BLE_PANEL_WIDTH_MM,Walls|Curtain Panels|Curtain Wall Mullions
BLE_PARKING_SIZE_TXT,Parking
BLE_PARKING_TYPE_TXT,Parking
BLE_PARKING_WIDTH_MM,Parking
BLE_PARK_ACCESSIBLE_BOOL,Parking
BLE_PARK_BAY_LENGTH_MM,Parking
BLE_PARK_BAY_WIDTH_MM,Parking
BLE_PARK_EV_CHARGING_BOOL,Parking
BLE_PARK_TYPE_TXT,Parking
BLE_PLASTER_TYPE_TXT,Walls|Floors|Ceilings|Roofs|Rooms
BLE_RAILING_BALUSTER_SPACING_MM,Railings
BLE_RAILING_HEIGHT_MM,Railings
BLE_RAILING_INFILL_TXT,Railings
BLE_RAILING_MATERIAL_TXT,Railings
BLE_RAILING_TYPE_TXT,Railings
BLE_RAIL_HEIGHT_MM,Railings
BLE_RAMP_HANDRAIL_BOOL,Ramps
BLE_RAMP_HANDRAIL_BOTH_SIDES_TXT,Ramps
BLE_RAMP_HEIGHT_MM,Ramps
BLE_RAMP_LANDING_TXT,Ramps
BLE_RAMP_LENGTH_MM,Ramps
BLE_RAMP_SLOPE_PCT,Ramps
BLE_RAMP_SURFACE_FINISH_TXT,Ramps
BLE_RAMP_SURFACE_TXT,Ramps
BLE_RAMP_WIDTH_MM,Ramps
BLE_ROOF_AREA_SQ_M,Roofs
BLE_ROOF_CLR_TXT,Roofs
BLE_ROOF_COVERING_MAT_TXT,Roofs
BLE_ROOF_DOWNPPE_SZ_MM,Roofs
BLE_ROOF_DRAINAGE_TYPE_TXT,Roofs
BLE_ROOF_GUTTER_SZ_MM,Roofs
BLE_ROOF_INS_R_VALUE_M_2K_W,Roofs
BLE_ROOF_LOAD_CLASS_TXT,Roofs
BLE_ROOF_OVERHANG_MM,Roofs
BLE_ROOF_PITCH_DEG,Roofs
BLE_ROOF_PLM_DRN_SYSTEM_TYPE_TXT,Roofs
BLE_ROOF_PRIMARY_MAT_TXT,Roofs
BLE_ROOF_RAINWTR_HARVESTING_INTEGRATION_BOOL,Roofs
BLE_ROOF_SHEET_PROFILE_TXT,Roofs
BLE_ROOF_SLOPE_DEG,Roofs
BLE_ROOF_SOLAR_REFLECTANCE_INDEX_NR,Roofs
BLE_ROOF_STRUCTURE_TYPE_TXT,Roofs
BLE_ROOF_THICKNESS_MM,Roofs
BLE_ROOF_TYPE_TXT,Roofs
BLE_ROOF_WATERPROOFING_SYSTEM_TXT,Roofs
BLE_ROOM_FINISH_BASE_TXT,Rooms
BLE_ROOM_FINISH_CEILING_TXT,Rooms
BLE_ROOM_FINISH_FLOOR_TXT,Rooms
BLE_ROOM_FINISH_WALL_TXT,Rooms
BLE_ROOM_FIRE_ESCAPE_CAPACITY_NR,Rooms
BLE_ROOM_NAME_TXT,Rooms
BLE_ROOM_NUM_TXT,Rooms
BLE_ROOM_OCCUPANCY_NR,Rooms
BLE_ROOM_VENTILATION_RATE_LPS,Rooms
BLE_SLAB_BLOCK_SIZE_TXT,Floors
BLE_SLAB_RIB_DEPTH_MM,Floors
BLE_SLAB_RIB_SPACING_MM,Floors
BLE_SLAB_RIB_WIDTH_MM,Floors
BLE_SLAB_SYSTEM_TXT,Floors
BLE_SLAB_TOPPING_MM,Floors
BLE_STAIR_BALUSTRADE_TYPE_TXT,Stairs|Railings
BLE_STAIR_GOING_MM,Stairs|Railings
BLE_STAIR_HANDRAIL_HEIGHT_MM,Stairs|Railings
BLE_STAIR_HANDRAIL_MAT_TXT,Stairs|Railings
BLE_STAIR_HEADROOM_MM,Stairs|Railings
BLE_STAIR_MAT_TXT,Stairs|Railings
BLE_STAIR_NOSING_TYPE_TXT,Stairs|Railings
BLE_STAIR_NR_RISERS_NR,Stairs|Railings
BLE_STAIR_PITCH_LINE_MM,Stairs|Railings
BLE_STAIR_RISE_GOING_RATIO_NR,Stairs|Railings
BLE_STAIR_RISE_MM,Stairs|Railings
BLE_STAIR_TREAD_FINISH_TXT,Stairs|Railings
BLE_STAIR_TYPE_TXT,Stairs|Railings
BLE_STAIR_WIDTH_MM,Stairs|Railings
BLE_STRUCT_BEAM_SZ_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_CAMBER_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_COLUMN_SZ_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_CONCRETE_GRADE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_COVER_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_DEPTH_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_ELE_TYPE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_EXPOSURE_CLASS_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_FDN_BEARING_KPA,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_FOUNDATION_DEPTH_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_FOUNDATION_SZ_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_FOUNDATION_TYPE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_LD_CAP_KN_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_MAT_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_REINFORCEMENT_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_SEISMIC_DESIGN_BOOL,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_SLAB_THICKNESS_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_SPAN_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_STEEL_GRADE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_STEEL_SECTION_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_STRUCT_WATERPROOFING_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
BLE_SURFACE_CONDITION_TXT,Walls|Floors|Ceilings|Roofs|Rooms
BLE_TILE_JOINT_WIDTH_MM,Walls|Floors|Ceilings|Roofs|Rooms
BLE_TILE_SIZE_TXT,Walls|Floors|Ceilings|Roofs|Rooms
BLE_WALL_CORE_MATERIAL_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_CST_METHOD_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_EXTERIOR_FINISH_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_FINISH_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_FUNCTION_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_HEIGHT_MM,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_INSULATION_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_INTERIOR_FINISH_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_LENGTH_MM,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_PRIMARY_WALL_MAT_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_THICKNESS_MM,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_TYPE_CLASSIFICATION_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WALL_WATERPROOF_TXT,Walls|Curtain Panels|Curtain Wall Mullions
BLE_WINDOW_AREA_SQ_M,Windows
BLE_WINDOW_BURGLAR_BARS_REQUIRED_UGANDA_BOOL,Windows
BLE_WINDOW_FRAME_MAT_TXT,Windows
BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,Windows
BLE_WINDOW_HEAD_HEIGHT_MM,Windows
BLE_WINDOW_HEIGHT_MM,Windows
BLE_WINDOW_MOSQUITO_SCREEN_INCLUDED_TXT,Windows
BLE_WINDOW_OPERATION_TYPE_TXT,Windows
BLE_WINDOW_SHGC_NR,Windows
BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,Windows
BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,Windows
BLE_WINDOW_TYPE_CLASSIFICATION_TXT,Windows
BLE_WINDOW_U_VALUE_W_M_2K_NR,Windows
BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,Windows
BLE_WINDOW_VLT_NR,Windows
BLE_WINDOW_WIDTH_MM,Windows
BLE_WINDOW_WWR_PCT,Windows
CBL_TYPE_TXT,Cable Tray Fittings|Cable Trays|Communication Devices|Conduit Fittings|Conduits|Data Devices|Electrical Equipment|Electrical Fixtures|Generic Models|Nurse Call Devices|Security Devices|Telephone Devices
CBN_A1_A3_KG_CO2E,<ALL>
CBN_A1_A3_KG_CO2E_DISP_TXT,<ALL>
CBN_A4_KG_CO2E,<ALL>
CBN_A4_KG_CO2E_DISP_TXT,<ALL>
CBN_A5_KG_CO2E,<ALL>
CBN_B6_KG_CO2E_YR,<ALL>
CBN_B6_KG_CO2E_YR_DISP_TXT,<ALL>
CBN_C1_KG_CO2E,<ALL>
CBN_C2_KG_CO2E,<ALL>
CBN_C3_C4_KG_CO2E,<ALL>
CBN_GWP_KG_CO2E,<ALL>
CBN_REFRIGERANT_GWP_KG_CO2E,<ALL>
CBN_REFRIGERANT_GWP_KG_CO2E_DISP_TXT,<ALL>
CBN_RUNTIME_HRS_YR_NR,<ALL>
CBN_RUNTIME_HRS_YR_NR_DISP_TXT,<ALL>
CEQ_CATEGORY_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_CLINICAL_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_DECON_METHOD_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_ENDO_AER_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_ENDO_CYCLE_COUNT_INT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_ENDO_LAST_REPRO_DT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_ENDO_SCOPE_ID_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_EQP_TAG,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_GMDN_CODE_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_INFECT_TIER_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_SFG20_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_TAG_7_PARA_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CEQ_UMDNS_CODE_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLASH_COUNT_INT,<ALL>
CLASH_LIVE_FLAG,<ALL>
CLASH_RESOLUTION_ACTION_TXT,<ALL>
CLASH_RESOLUTION_STATUS_TXT,<ALL>
CLASH_TRIAGE_CATEGORY_TXT,<ALL>
CLASH_TRIAGE_SCORE,<ALL>
CLASH_TRIAGE_SEVERITY_NR,<ALL>
CLASH_TRIAGE_SEVERITY_NR_DISP_TXT,<ALL>
CLN_ADB_CODE_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_ANTERM_LINKED_ID_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_BARI_DESIGN_KG_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_DEFLECTION_LIMIT_MM_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_DESIGN_ACH_INT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_DESIGN_PRESSURE_DELTA_PA_INT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_DESIGN_RH_PCT_INT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_DESIGN_TEMP_C_DBL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_EQP_TAG,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_EQUIP_WEIGHT_KG_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_FGI_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_FLOOR_LOAD_KN_M2_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_HBN_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_HOIST_TRACK_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_HTM_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_INFECT_CLASS_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_LIGATURE_RES_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_LIG_RISK_LVL_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_MRI_ZONE_INT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_NOISE_NR_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_NURSECALL_TYPE_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_OCC_VISITOR_INT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_PRESS_DELTA_DESIGN_PA_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_PRESS_REGIME_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_PRIVACY_LVL_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_RAD_CONTROLLED_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_RF_SHIELD_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_ROOM_CLASS_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_ROOM_TAG,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_RT60_TARGET_S_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_STRUCT_SIGN_OFF_DT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_STRUCT_SIGN_OFF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_TAG_7_PARA_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_TRANSPORT_PATH_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_VIB_VM_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_WASTE_BIN_BIM_ID_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_WASTE_CLASS_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLN_WASTE_ROUTE_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
CLS_CSI_MASTERFORMAT_TXT,<ALL>
CLS_EDITION_TXT,<ALL>
CLS_ETIM_CLASS_TXT,<ALL>
CLS_NBS_DESCRIPTION_TXT,<ALL>
CLS_OMNICLASS_NR_TXT,<ALL>
CLS_OMNICLASS_TITLE_TXT,<ALL>
CLS_SYSTEM_NAME_TXT,<ALL>
CLS_UNICLASS_EF_TXT,<ALL>
COLOR_B_INT,Generic Models
COLOR_G_INT,Generic Models
COLOR_R_INT,Generic Models
COMM_DATE_TXT,<ALL>
COMM_NOTES_TXT,<ALL>
COMM_OPERATIVE_TXT,<ALL>
COMM_STATE_TXT,<ALL>
COMM_WITNESS_TXT,<ALL>
COMP_MAT_TAG_1_TXT,Materials
COMP_MAT_TAG_2_TXT,Materials
COM_BACKBONE_CAPACITY_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_BMS_RANGE_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_COMMISSION_DATE_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_COMMISSION_ENGINEER_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_COMMISSION_STATUS_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_DEV_BACNET_INSTANCE_INT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_DEV_CONTROLLER_NAME_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_DEV_TYPE_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_MEASUREMENT_RANGE_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_MEAS_RANGE_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_NETWORK_ADDRESS_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_PANEL_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_PROTOCOL_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_C_PWR_SUPPLY_V,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_DAT_SPARE_01_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_DAT_SPARE_02_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_DEV_TAG,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_DEV_TAG_01_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_FIBER_TYPE_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_HANDOVER_STATUS_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_INSTALL_DATE_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_PROTOCOL_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_TAG_7_PARA_BMS_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_TEST_CERT_REF_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
COM_WARRANTY_START_TXT,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices
CP_ELEMENT_TYPE_TXT,Generic Models
CP_HEX_CODE_TXT,Generic Models
CP_PALETTE_NAME_TXT,Generic Models
CP_STYLE_TXT,Generic Models
CP_USE_CASE_TXT,Generic Models
CST_BOQ_COVERAGE_PCT,<ALL>
CST_BOQ_ITEM_TXT,<ALL>
CST_BOQ_SNAPSHOT_REF,<ALL>
CST_CALC_ADHESIVE_KG,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_AGGREGATE_M3,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_AREA_M2,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_BLOCKS_NR,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_CEMENT_BAGS_NR,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_CEMENT_PLASTER_BAGS,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_FASTENERS_NR,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_GROUT_KG,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_LENGTH_M,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_MORTAR_M3,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_PAINT_LITERS,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_PLASTER_M3,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_PRIMER_LITERS,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_PURLINS_M,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_PUTTY_KG,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_RIDGE_CAP_M,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_SAND_M3,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_SAND_PLASTER_M3,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_SHEETS_NR,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_STEEL_KG,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_TILE_M2,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_VOLUME_M3,Walls|Floors|Ceilings|Roofs|Rooms
CST_CALC_WATER_M3,Walls|Floors|Ceilings|Roofs|Rooms
CST_DUTY_PCT,<ALL>
CST_EMBODIED_CARBON_KG,<ALL>
CST_FORMWORK_TYPE_TXT,<ALL>
CST_FX_RATE_USD_UGX,<ALL>
CST_INSTALL_HRS,<ALL>
CST_INSTALL_HRS_DISP_TXT,<ALL>
CST_INTL_PRICE_USD,<ALL>
CST_INTL_PRICE_USD_DISP_TXT,<ALL>
CST_LABOUR_CREW_TXT,<ALL>
CST_LABOUR_HOURS,<ALL>
CST_LABOUR_RATE_GBP,<ALL>
CST_LABOUR_RATE_UGX,<ALL>
CST_PROC_SPARE_01_TXT,<ALL>
CST_PROC_SPARE_02_TXT,<ALL>
CST_RATE_CONFIDENCE,<ALL>
CST_RATE_SOURCE,<ALL>
CST_SUP_ALTERNATIVE_SUPPLIERS_TXT,<ALL>
CST_SUP_COUNTRY_OF_ORIGIN_INT,<ALL>
CST_SUP_CUSTOMS_CLEARANCE_DAYS,<ALL>
CST_SUP_LOCAL_SUPPLIER_TXT,<ALL>
CST_SUP_PAYMENT_TERMS_TXT,<ALL>
CST_SUP_PREFERRED_SUPPLIER_TXT,<ALL>
CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,<ALL>
CST_SUP_QUALITY_INSP_REQ_BOOL,<ALL>
CST_SUP_SHIPPING_METHOD_TXT,<ALL>
CST_S_CON_ADMIXTURE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_AGGREGATE_VOLUME_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_CEMENT_BAGS_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_CST_TOTAL_UGX_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_CURING_DAYS_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_GRADE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_MIX_RATIO_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_POUR_SEQUENCE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_SAND_VOLUME_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_SLUMP_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_STRENGTH_MPA,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_TYPE_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_VOLUME_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_VOLUME_WASTAGE_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_CON_WTR_VOLUME_L,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_BACKFILL_VOLUME_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_BLINDING_VOLUME_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_COMPACTION_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_CST_TOTAL_UGX_NR,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_DISPOSAL_VOLUME_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_EXCAVATION_DEPTH_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_EXCAVATION_METHOD_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_FILL_MAT_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
CST_S_EAR_HARDCORE_THICKNESS_MM,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
