# This is a Revit shared parameter file.
# Do not edit manually.
*META	VERSION	MINVERSION
META	2	1
*GROUP	ID	NAME
GROUP	1	ASS_MNG
GROUP	2	CST_PROC
GROUP	3	COM_DAT
GROUP	4	ELC_PWR
GROUP	5	HVC_SYSTEMS
GROUP	6	PLM_DRN
GROUP	7	LTG_CONTROLS
GROUP	8	FLS_LIFE_SFTY
GROUP	9	PER_SUST
GROUP	10	BLE_ELES
GROUP	11	TPL_TRACKING
GROUP	12	MAT_INFO
GROUP	13	PRJ_INFORMATION
GROUP	14	PROP_PHYSICAL
GROUP	15	RGL_CMPL
GROUP	16	BLE_STRUCTURE
GROUP	17	STINGTags_ISO19650
GROUP	18	WARN_THRESHOLDS
GROUP	19	SLV_SLEEVE_PARAMS
GROUP	20	CLASH_COORDINATION
GROUP	21	ACC_SYNC
GROUP	22	IFC_EXCH
GROUP	23	HEALTH_METRICS
GROUP	24	ASBUILT
GROUP	25	COMMISSIONING
GROUP	26	TBL_TITLEBLOCK
GROUP	27	STING_DRAWING
GROUP	28	CLN_CLINICAL
GROUP	29	MGS_SYSTEMS
GROUP	30	RAD_PROTECTION
GROUP	31	CEQ_CLINICAL
GROUP	32	LIG_BEHAVIOURAL
GROUP	33	Identity
GROUP	34	Routing
*PARAM	GUID	NAME	DATATYPE	DATACATEGORY	GROUP	VISIBLE	DESCRIPTION	USERMODIFIABLE
PARAM	f017af39-f672-51fa-b4f9-3f9bcfecbd09	WARN_LTG_COLOUR_RENDERING_LIGHTING	TEXT		17	1	Tag warning: ltg colour rendering lighting	1
PARAM	5507bf85-e612-5dd4-883c-a5a95896964e	WARN_LTG_COLOUR_TEMP_LIGHTING	TEXT		17	1	Tag warning: ltg colour temp lighting	1
PARAM	5580099a-19ab-54a4-8404-33f1a92823f6	WARN_LTG_CTRL_TYPE_LIGHTING_DEVICES	TEXT		17	1	Tag warning: ltg ctrl type lighting devices	1
PARAM	58c8118c-867e-5835-b4b8-38f6a8d91961	WARN_LTG_EFFICACY_LIGHTING_DEVICES	TEXT		17	1	Tag warning: ltg efficacy lighting devices	1
PARAM	52e436fa-b67e-5f07-8c0b-bd17e79298d5	WARN_LTG_EFFICACY_LM_W_LIGHTING	TEXT		17	1	Tag warning: ltg efficacy lm w lighting	1
PARAM	4bcb6e7c-9ed4-51da-bd9e-d4a0672f05d2	WARN_LTG_EMERGENCY_LIGHTING	TEXT		17	1	Tag warning: ltg emergency lighting	1
PARAM	4278ce5a-b2ba-551a-bd27-01dc526e5905	WARN_LTG_EMERGENCY_LIGHTING_DEVICES	TEXT		17	1	Tag warning: ltg emergency lighting devices	1
PARAM	37f96617-d3cb-5684-9722-081c6044b502	WARN_LTG_GLARE_RATING_LIGHTING	TEXT		17	1	Tag warning: ltg glare rating lighting	1
PARAM	81b11d96-862b-5f2a-9968-07bd3ce63053	WARN_LTG_ILLUMINANCE_LIGHTING_DEVICES	TEXT		17	1	Tag warning: ltg illuminance lighting devices	1
PARAM	ac944105-6779-5792-bddb-0e4fb5aa2009	WARN_LTG_POWER_DENSITY_LIGHTING	TEXT		17	1	Tag warning: ltg power density lighting	1
PARAM	a5354c8b-e69c-5b0a-b6f6-b21989717fab	WARN_MEC_CTRL_CALIBRATION_CTRL_DEV	TEXT		17	1	Tag warning: mec ctrl calibration ctrl dev	1
PARAM	9dbec5c0-7b37-5cc9-b5f5-1e9e2ff228f4	WARN_MEC_CTRL_FUNCTION_CTRL_DEV	TEXT		17	1	Tag warning: mec ctrl function ctrl dev	1
PARAM	a8be61bf-debe-555b-b690-d769b7705e3f	WARN_MEC_CTRL_SIGNAL_CTRL_DEV	TEXT		17	1	Tag warning: mec ctrl signal ctrl dev	1
PARAM	9e40e81a-0064-5bf3-8f82-e092d467a8c7	WARN_MEC_SET_CAPACITY_EQUIP_SETS	TEXT		17	1	Tag warning: mec set capacity equip sets	1
PARAM	559b2818-42fb-55ef-876b-873ee45cd3b9	WARN_MEC_SET_REDUNDANCY_EQUIP_SETS	TEXT		17	1	Tag warning: mec set redundancy equip sets	1
PARAM	b539dc0e-3c9c-5079-be60-6fc8843db4e2	WARN_NCL_BATTERY_NURSE_CALL	TEXT		17	1	Tag warning: ncl battery nurse call	1
PARAM	5fcc2ba5-30c7-5820-8867-99a463b629d5	WARN_NCL_RESPONSE_TIME_NURSE_CALL	TEXT		17	1	Tag warning: ncl response time nurse call	1
PARAM	b5de8e3f-940a-53bf-be66-96582b96dbee	WARN_NCL_ZONE_NURSE_CALL	TEXT		17	1	Tag warning: ncl zone nurse call	1
PARAM	735b6b5b-2392-5a53-a45d-6af39c4c2d2e	WARN_PER_ACOUSTIC_IIC_RATING_FLOORS	TEXT		17	1	Tag warning: per acoustic iic rating floors	1
PARAM	3bc3b6a3-f149-5152-9da9-3a519d9c4871	WARN_PER_ACOUSTIC_NRC_RATING_CEILINGS	TEXT		17	1	Tag warning: per acoustic nrc rating ceilings	1
PARAM	3b52704b-e250-5f62-8205-6f3194381f01	WARN_PER_ACOUSTIC_STC_RATING_NR_DOORS	TEXT		17	1	Tag warning: per acoustic stc rating nr doors	1
PARAM	678e9cbc-c377-5b73-8e90-b4a07c0c738f	WARN_PER_ACOUSTIC_STC_RATING_NR_WALLS	TEXT		17	1	Tag warning: per acoustic stc rating nr walls	1
PARAM	654bdc23-ad60-551d-99b7-cbbe7eecda53	WARN_PER_ACOUSTIC_STC_RATING_NR_WINDOWS	TEXT		17	1	Tag warning: per acoustic stc rating nr windows	1
PARAM	626195f6-1c27-58e8-b1ae-a51ad4bce427	WARN_PER_CONDENSATION_RISK_BOOL_ROOFS	YESNO		17	1	Tag warning: per condensation risk bool roofs	1
PARAM	dc19fe3d-62a6-561f-825e-5a8d1c3fbcde	WARN_PER_CONDENSATION_RISK_BOOL_WALLS	YESNO		17	1	Tag warning: per condensation risk bool walls	1
PARAM	e7a70e47-f2aa-5dd0-a8d5-10299242aa10	WARN_PER_EMBODIED_CARBON_KG_CO2_M2_FLOORS	TEXT		17	1	Tag warning: per embodied carbon kg co2 m2 floors	1
PARAM	4e1df487-c6a3-54c7-b5e4-4efae053db05	WARN_PER_EMBODIED_CARBON_KG_CO2_M2_ROOFS	TEXT		17	1	Tag warning: per embodied carbon kg co2 m2 roofs	1
PARAM	c5b25cf0-f6aa-5ba1-9cca-202b7eb10db0	WARN_PER_EMBODIED_CARBON_KG_CO2_M2_STR	TEXT		17	1	Tag warning: per embodied carbon kg co2 m2 str	1
PARAM	cc82ad53-d13d-534a-9ba0-432977401608	WARN_PER_EMBODIED_CARBON_KG_CO2_M2_WALLS	TEXT		17	1	Tag warning: per embodied carbon kg co2 m2 walls	1
PARAM	8a2fbb26-0aa3-5237-8cb0-4c02f29958ba	WARN_PER_EMBODIED_CARBON_KG_STR_BEAMS	TEXT		17	1	Tag warning: per embodied carbon kg str beams	1
PARAM	6ebbe970-ed59-5c11-a483-7efbd9621895	WARN_PER_FIRE_RATING_HR_ARCH_COLUMNS	TEXT		17	1	Tag warning: per fire rating hr arch columns	1
PARAM	f3f3e349-837b-512f-a54b-9b0264a4ebd9	WARN_PER_FIRE_RATING_HR_NR_CEILINGS	TEXT		17	1	Tag warning: per fire rating hr nr ceilings	1
PARAM	7ec27de1-2c80-586a-abc0-cddae7331f59	WARN_PER_FIRE_RATING_HR_NR_DOORS	TEXT		17	1	Tag warning: per fire rating hr nr doors	1
PARAM	41b98ae7-0d94-5eca-a514-3dba5479e7fe	WARN_PER_FIRE_RATING_HR_NR_FLOORS	TEXT		17	1	Tag warning: per fire rating hr nr floors	1
PARAM	d1191b8e-6158-5482-ba2c-b3d44e8b39a0	WARN_PER_FIRE_RATING_HR_NR_ROOFS	TEXT		17	1	Tag warning: per fire rating hr nr roofs	1
PARAM	1113d950-1fac-5158-9e64-8317b4da86c5	WARN_PER_FIRE_RATING_HR_NR_STAIRS	TEXT		17	1	Tag warning: per fire rating hr nr stairs	1
PARAM	6489f77c-4367-5483-bca8-2bad54a203b7	WARN_PER_FIRE_RATING_HR_NR_STR_BEAMS	TEXT		17	1	Tag warning: per fire rating hr nr str beams	1
PARAM	17b5177a-d20c-5509-b8ed-e41e4e2036ac	WARN_PER_FIRE_RATING_HR_NR_STR_BRACES	TEXT		17	1	Tag warning: per fire rating hr nr str braces	1
PARAM	a8384182-46a4-5a80-9050-dff26c588d0c	WARN_PER_FIRE_RATING_HR_NR_STR_COLUMNS	TEXT		17	1	Tag warning: per fire rating hr nr str columns	1
PARAM	edff6ae4-225d-5854-a69f-c4d76d7b94b6	WARN_PER_FIRE_RATING_HR_NR_STR_SLABS	TEXT		17	1	Tag warning: per fire rating hr nr str slabs	1
PARAM	22865e59-ae16-55d9-bd4f-ecc9455753ee	WARN_PER_FIRE_RATING_HR_NR_STR_WALLS	TEXT		17	1	Tag warning: per fire rating hr nr str walls	1
PARAM	138b465f-a102-5a6f-80ea-4b812dde568e	WARN_PER_FIRE_RATING_HR_NR_WALLS	TEXT		17	1	Tag warning: per fire rating hr nr walls	1
PARAM	2cdc6e20-e503-5c87-8ca3-9bc8fe04271d	WARN_PER_FIRE_RATING_HR_STAIR_SUPPORTS	TEXT		17	1	Tag warning: per fire rating hr stair supports	1
PARAM	9c4899d4-c126-5697-addd-f969f5e48c75	WARN_PER_FIRE_RATING_HR_STR_TRUSSES	TEXT		17	1	Tag warning: per fire rating hr str trusses	1
PARAM	24a6cf84-9a6a-55f9-b64a-09505b56aeca	WARN_PER_SOLAR_G_VALUE_NR_CURTAIN	TEXT		17	1	Tag warning: per solar g value nr curtain	1
PARAM	4c47dc8d-68b9-52a8-9d55-e227815b1095	WARN_PER_SOLAR_G_VALUE_NR_WINDOWS	TEXT		17	1	Tag warning: per solar g value nr windows	1
PARAM	f78aa9cb-a4c5-50db-bcbb-1e35ac5c128c	WARN_PER_SUST_EPD_MATERIALS	TEXT		17	1	Tag warning: per sust epd materials	1
PARAM	7f8339d2-f99c-5788-83d5-cc51cf546e25	WARN_PER_SUST_RECYCLABILITY_MATERIALS	TEXT		17	1	Tag warning: per sust recyclability materials	1
PARAM	cb90c9a3-1f3d-58b0-b186-57b59e569b49	WARN_PER_THERM_U_VALUE_W_M2K_NR_CURTAIN	TEXT		17	1	Tag warning: per therm u value w m2k nr curtain	1
PARAM	2f864e94-8746-5711-9756-f066da1d0a5b	WARN_PER_THERM_U_VALUE_W_M2K_NR_MULLION	TEXT		17	1	Tag warning: per therm u value w m2k nr mullion	1
PARAM	3535afe0-1415-5543-b214-1e2c71aa8736	WARN_PER_THERM_U_VALUE_W_M2K_NR_WINDOWS	TEXT		17	1	Tag warning: per therm u value w m2k nr windows	1
PARAM	0a797f2e-49eb-505d-b380-5da8b57ec87e	WARN_PLM_CAPACITY_PLM_EQUIP	TEXT		17	1	Tag warning: plm capacity plm equip	1
PARAM	10352a19-826f-5a16-a951-8bf3530748bf	WARN_PLM_CONNECTION_TYPE_PIPE_FITTINGS	TEXT		17	1	Tag warning: plm connection type pipe fittings	1
PARAM	e1daee2e-45da-5974-9a7b-cce8e0495288	WARN_PLM_FIRE_RATING_PIPE_ACC	TEXT		17	1	Tag warning: plm fire rating pipe acc	1
PARAM	7ee115b9-2e8b-570f-8d99-4dca319c5588	WARN_PLM_FIXTURE_ACCESSIBILITY	TEXT		17	1	Tag warning: plm fixture accessibility	1
PARAM	20e7c620-b3a4-5c83-91cf-fd41aea0ed91	WARN_PLM_FIXTURE_BACKFLOW	TEXT		17	1	Tag warning: plm fixture backflow	1
PARAM	7057aae9-86f5-513e-8ff8-ff8563ea94af	WARN_PLM_FIXTURE_FLOW_RATE	TEXT		17	1	Tag warning: plm fixture flow rate	1
PARAM	ef0a2441-db94-579a-8ad7-1682684f6935	WARN_PLM_FIXTURE_WASTE_SIZE	TEXT		17	1	Tag warning: plm fixture waste size	1
PARAM	5b4e9dc3-b1f5-527a-8db9-e1dfed14c5d3	WARN_PLM_FIXTURE_WATER_EFFICIENCY	TEXT		17	1	Tag warning: plm fixture water efficiency	1
PARAM	15a6e7dd-634f-5251-b0c7-be367e4a3a88	WARN_PLM_GRADIENT_PIPES	TEXT		17	1	Tag warning: plm gradient pipes	1
PARAM	1f3b32de-95a4-5c3f-8680-c10c5ec4f5b8	WARN_PLM_HOT_WATER_TEMP_PLM_EQUIP	TEXT		17	1	Tag warning: plm hot water temp plm equip	1
PARAM	02a83cad-80df-59b9-a6d5-7eb367e82898	WARN_PLM_INSULATION_THK_PIPES	TEXT		17	1	Tag warning: plm insulation thk pipes	1
PARAM	e4125af1-edef-5bd6-b1d1-2a182fdffa1a	WARN_PLM_MAINTENANCE_ACCESS_PLM_EQUIP	TEXT		17	1	Tag warning: plm maintenance access plm equip	1
PARAM	3cf04c8d-10be-5133-91d3-a5603cf562e9	WARN_PLM_MATERIAL_MISMATCH_PIPE_FITTINGS	TEXT		17	1	Tag warning: plm material mismatch pipe fittings	1
PARAM	54f90aba-e84c-5676-b9d0-a8509bb7df86	WARN_PLM_NOISE_PIPES	TEXT		17	1	Tag warning: plm noise pipes	1
PARAM	b98641cd-7a49-50f1-ad5c-5046e8ea3d37	WARN_PLM_PPE_LENGTH_FLEX_PIPE	TEXT		17	1	Tag warning: plm ppe length flex pipe	1
PARAM	7cb9ca14-0590-5917-af71-987ad0731f59	WARN_PLM_PPE_PSR_RATING_PIPE_FITTINGS	TEXT		17	1	Tag warning: plm ppe psr rating pipe fittings	1
PARAM	7ab7d0e3-0189-56c0-960f-0b31e6a411c3	WARN_PLM_PPE_SZ_PIPE_ACC	TEXT		17	1	Tag warning: plm ppe sz pipe acc	1
PARAM	d10e2fb5-39bc-5993-8d90-2d4b03efaec7	WARN_PLM_PSR_RATING_PIPES	TEXT		17	1	Tag warning: plm psr rating pipes	1
PARAM	28e94ab5-8285-51c4-be13-36cbe037a6ba	WARN_PLM_PSR_RATING_PIPE_ACC	TEXT		17	1	Tag warning: plm psr rating pipe acc	1
PARAM	6be2465c-8c74-516f-b131-e0effad9f1c6	WARN_PLM_TRAP_SEAL_PIPES	TEXT		17	1	Tag warning: plm trap seal pipes	1
PARAM	9b14ab2d-de2a-5f4d-91a7-7fb3b5119a73	WARN_PLM_VEL_MPS_FLEX_PIPE	TEXT		17	1	Tag warning: plm vel mps flex pipe	1
PARAM	fd10c935-ab61-5bc2-bfcf-041d8961f1a9	WARN_PROP_FIRE_RATING_MATERIALS	TEXT		17	1	Tag warning: prop fire rating materials	1
PARAM	6247774e-afda-512a-baae-6f0f276025ab	WARN_PROP_THERMAL_COND_MATERIALS	TEXT		17	1	Tag warning: prop thermal cond materials	1
PARAM	49ce16f4-fc21-5e30-9bc3-958b117ae699	WARN_PROP_CARBON_MATERIALS	TEXT		17	1	Tag warning: prop carbon materials	1
PARAM	130093d4-df78-5687-bdbf-e3f6505a7d22	WARN_RGL_STD_AV_DEVICES	TEXT		17	1	Tag warning: rgl std av devices	1
PARAM	4ec4ca73-04cd-5b0b-81bb-66b5d1b930a1	WARN_RGL_STD_FOOD_SERVICE	TEXT		17	1	Tag warning: rgl std food service	1
PARAM	bfcc4dbb-d63c-596e-a014-8fb0acc79f7a	WARN_RGL_STD_MEDICAL_EQUIP	TEXT		17	1	Tag warning: rgl std medical equip	1
PARAM	e34be153-105c-5cd9-980d-89682f723880	WARN_SEC_BATTERY_BACKUP_SECURITY	TEXT		17	1	Tag warning: sec battery backup security	1
PARAM	4598e08c-1af8-5726-8576-433282f86690	WARN_SEC_COVERAGE_SECURITY	TEXT		17	1	Tag warning: sec coverage security	1
PARAM	44f6856b-10a4-5786-bcd5-2c0dec11d002	WARN_SEC_DEV_ZONE_SECURITY	TEXT		17	1	Tag warning: sec dev zone security	1
PARAM	296d486f-5158-5d2a-ac75-da5c09150aa0	WARN_SEC_TAMPER_SECURITY	TEXT		17	1	Tag warning: sec tamper security	1
PARAM	ed5339c7-df6d-5973-aaea-1177a1075af5	WARN_SITE_HARDSCAPE_SPEC_MISSING	TEXT		17	1	Tag warning: site hardscape spec missing	1
PARAM	4e306609-0eea-5da2-b98b-ed4c3f09d785	WARN_SITE_LOC_MISSING	TEXT		17	1	Tag warning: site loc missing	1
PARAM	66e94b3b-105b-59e6-bbda-6484aaa581fc	WARN_SITE_PAD_BEARING_MISSING	TEXT		17	1	Tag warning: site pad bearing missing	1
PARAM	5d5b2241-44e6-54d3-a2a1-babb82ae6940	WARN_SITE_PARKING_WIDTH	TEXT		17	1	Tag warning: site parking width	1
PARAM	8ecd5992-2e19-566b-b640-aea8be4a6352	WARN_SITE_PLANTING_SPEC_MISSING	TEXT		17	1	Tag warning: site planting spec missing	1
PARAM	245948dc-83e7-5448-92da-25a5e9b6629a	WARN_SITE_PROPERTY_AREA_MISSING	TEXT		17	1	Tag warning: site property area missing	1
PARAM	2ef82044-69ad-505b-bbb3-3f3f1b4ad22f	WARN_SITE_PROPERTY_BEARING_MISSING	TEXT		17	1	Tag warning: site property bearing missing	1
PARAM	c7339c1f-be98-56a4-abc0-cbde47bd9108	WARN_SITE_ROAD_GRADIENT	TEXT		17	1	Tag warning: site road gradient	1
PARAM	331a765d-3070-5be5-a98b-3c2bda024c95	WARN_SITE_ROAD_SPEC_MISSING	TEXT		17	1	Tag warning: site road spec missing	1
PARAM	a30afb6b-986b-569a-84a3-995b47b9579c	WARN_SITE_TOPOSOLID_LINK_MISSING	TEXT		17	1	Tag warning: site toposolid link missing	1
PARAM	c1b44d33-620d-58ea-84cd-26d51a53bee9	WARN_SITE_TOPOSOLID_MATERIAL_MISSING	TEXT		17	1	Tag warning: site toposolid material missing	1
PARAM	6efed066-5053-591b-95c5-d27ce25ffa11	WARN_SLV_NO_FIRE_RATING	TEXT		17	1	Tag warning: sleeve missing fire rating	1
PARAM	bd8e24b9-0cf7-5b1e-8680-5e8d13e4aa56	WARN_SLV_NO_REF	TEXT		17	1	Tag warning: sleeve missing reference	1
PARAM	dc546eb8-fe7b-534d-97bd-f2958ad7c3ce	WARN_SLV_NO_SEAL	TEXT		17	1	Tag warning: sleeve missing seal	1
PARAM	78214125-72ad-565d-b4c8-31df3e88ad0f	WARN_STR_ANLYT_LINK_RIGIDITY	TEXT		17	1	Tag warning: str anlyt link rigidity	1
PARAM	fd39e003-f6b2-5cd7-a688-26483aef5637	WARN_STR_ANLYT_NODE_UNCONNECTED	TEXT		17	1	Tag warning: str anlyt node unconnected	1
PARAM	b16714c0-9af1-5a37-aa85-2558117d359d	WARN_STR_ANLYT_NO_HOST	TEXT		17	1	Tag warning: str anlyt no host	1
PARAM	c24aad69-67fc-55e5-8c9b-d59cd845d317	WARN_STR_ANLYT_OPENING_OVERSIZED	TEXT		17	1	Tag warning: str anlyt opening oversized	1
PARAM	3fe2407e-2c1c-50ae-97f2-d8e042629e39	WARN_STR_ANLYT_PANEL_MATERIAL	TEXT		17	1	Tag warning: str anlyt panel material	1
PARAM	9dc7c4a0-723c-50a1-99ed-f6b369660102	WARN_STR_BEAM_DEFLECTION_TRUSSES	TEXT		17	1	Tag warning: str beam deflection trusses	1
PARAM	a66d4fec-bfbb-5103-b5d5-7ffdaab23c53	WARN_STR_BEAM_LATERAL_BRACING	TEXT		17	1	Tag warning: str beam lateral bracing	1
PARAM	1ae2b9ef-78ab-5c4e-8671-4ef904c66546	WARN_STR_BOLT_GRADE_MISSING	TEXT		17	1	Tag warning: str bolt grade missing	1
PARAM	b77a1663-6c90-5f79-b2f9-32e252c152eb	WARN_STR_BRACE_SLENDERNESS	TEXT		17	1	Tag warning: str brace slenderness	1
PARAM	6414b88e-f0d5-561d-822d-bbe696622315	WARN_STR_COL_BASE_PLATE	TEXT		17	1	Tag warning: str col base plate	1
PARAM	673790c6-ae5d-5079-a430-34e88d78f743	WARN_STR_COL_SLENDERNESS	TEXT		17	1	Tag warning: str col slenderness	1
PARAM	1243eebe-1a3b-54c1-a520-51d92b12068e	WARN_STR_CONN_WELD_SIZE	TEXT		17	1	Tag warning: str conn weld size	1
PARAM	f8f7f079-15c9-5799-b518-3abe89470613	WARN_STR_FDN_BEARING_KN_M2	TEXT		17	1	Tag warning: str fdn bearing kn m2	1
PARAM	b492c1cf-08e5-5cb9-8d0d-85b9ff20a115	WARN_STR_FDN_COVER_MM	TEXT		17	1	Tag warning: str fdn cover mm	1
PARAM	9ab3ceab-d9f4-5aaa-86a2-b13e115efb20	WARN_STR_FDN_DEPTH_MM_FROST	TEXT		17	1	Tag warning: str fdn depth mm frost	1
PARAM	abfa62af-38df-5f2b-af12-74bf2b1468d2	WARN_STR_FDN_SETTLEMENT_MM	TEXT		17	1	Tag warning: str fdn settlement mm	1
PARAM	a257ed9e-1233-51b1-9a8b-2657c7c50d30	WARN_STR_GRADE_STIFFENERS	TEXT		17	1	Tag warning: str grade stiffeners	1
PARAM	745b603e-ec4f-54c6-9c84-53269153d3f9	WARN_STR_LOAD_AXIAL_KN_COLUMNS	TEXT		17	1	Tag warning: str load axial kn columns	1
PARAM	aba13e22-52b0-5ad9-85e8-2cc0434443d2	WARN_STR_LOAD_CASE_MISSING_AR	TEXT		17	1	Tag warning: str load case missing ar	1
PARAM	40f5c867-afe0-56c1-a16e-8e65560cfbaa	WARN_STR_LOAD_CASE_MISSING_INT_AR	TEXT		17	1	Tag warning: str load case missing int ar	1
PARAM	a2a498bd-17ff-5b19-9d11-bc3dd28e83bc	WARN_STR_LOAD_CASE_MISSING_INT_LN	TEXT		17	1	Tag warning: str load case missing int ln	1
PARAM	80b66ba4-f6a6-5890-b858-8074bacfd2c0	WARN_STR_LOAD_CASE_MISSING_INT_PT	TEXT		17	1	Tag warning: str load case missing int pt	1
PARAM	584b34bb-07ac-58af-8452-4b63c7fd9098	WARN_STR_LOAD_CASE_MISSING_LN	TEXT		17	1	Tag warning: str load case missing ln	1
PARAM	b4338454-a0d8-5b30-a230-b5c4db8acbbf	WARN_STR_LOAD_CASE_MISSING_PT	TEXT		17	1	Tag warning: str load case missing pt	1
PARAM	866cf17f-3003-58d2-9d73-6796aa3ec501	WARN_STR_LOAD_UDL_KN_M_BEAM_SYS	TEXT		17	1	Tag warning: str load udl kn m beam sys	1
PARAM	fbc9ace7-46a1-55b5-b48a-4efb14c4b6fc	WARN_STR_REBAR_COVER_MM_AREA	TEXT		17	1	Tag warning: str rebar cover mm area	1
PARAM	fc6d84a2-b9cb-5620-bdce-d0bc6009fc9e	WARN_STR_REBAR_COVER_MM_FABRIC	TEXT		17	1	Tag warning: str rebar cover mm fabric	1
PARAM	fa252ba1-8493-5292-a710-01e3881e902c	WARN_STR_REBAR_COVER_MM_PATH	TEXT		17	1	Tag warning: str rebar cover mm path	1
PARAM	168b7484-fcef-5c72-8d4d-259068ad4fde	WARN_STR_REBAR_GRADE_COUPLERS	TEXT		17	1	Tag warning: str rebar grade couplers	1
PARAM	dcdab17c-7674-5289-845b-a8d5aed17942	WARN_STR_REBAR_SPACING_MM_AREA	TEXT		17	1	Tag warning: str rebar spacing mm area	1
PARAM	8ba3c51b-278b-5cb0-b6a4-ff77b1409c3d	WARN_STR_SLAB_COVER_MM	TEXT		17	1	Tag warning: str slab cover mm	1
PARAM	2e46136e-9d46-5cbd-b096-debb2dafb396	WARN_STR_WALL_SLENDERNESS	TEXT		17	1	Tag warning: str wall slenderness	1
PARAM	e09ac3c7-bc85-59ab-8bda-be0987449a47	WARN_STR_WELD_SPEC_MISSING	TEXT		17	1	Tag warning: str weld spec missing	1
PARAM	a602a2b7-3182-5d5a-aea8-fab8339c590a	WARN_ASS_TIEIN_NO_IFC_REF	TEXT		17	1	Tag warning: tie-in point missing IFC reference	1
PARAM	60b8b130-ce5f-53bb-910b-38f65d684909	WARN_ASS_TIEIN_NO_PHASE	TEXT		17	1	Tag warning: tie-in point missing phase information	1
PARAM	19f79ede-cc77-5e44-bb74-7b40a1b08e56	WARN_ASS_TIEIN_NO_RESPONSIBLE	TEXT		17	1	Tag warning: tie-in point missing responsible party	1
PARAM	004a7bed-4c98-57b2-b600-610a507943c8	WARN_ELC_CIRCUIT_LOADING_PCT	TEXT		17	1	Tag warning: electrical circuit loading percentage exceeded	1
PARAM	c92d990c-8439-5756-b7aa-9815b3264840	WARN_HVC_DUCT_VELOCITY_M_S_NR	TEXT		17	1	Tag warning: HVAC duct velocity exceeds CIBSE limit	1
PARAM	4183fb0c-fc29-5d9c-ac12-354d2aa0f832	WARN_PER_CONDENSATION_RISK_BOOL	YESNO		17	1	Tag warning: condensation risk detected (generic)	1
PARAM	8f1233a3-a77a-583b-8e95-0afd66d0a766	WARN_PER_EMBODIED_CARBON_KG_CO2_M2	TEXT		17	1	Tag warning: embodied carbon exceeds threshold (generic)	1
PARAM	8cc36388-1f54-5501-ab42-8ca5005fb09f	WARN_PLM_PIPE_VELOCITY_M_S_NR	TEXT		17	1	Tag warning: plumbing pipe velocity exceeds limit	1
PARAM	6c883d6a-6671-5c6c-be21-968aa8918e8c	ASS_CAPACITY_TXT	TEXT		4	1	Asset capacity specification [ISO 19650-2:2018]	1
PARAM	bda7dbb2-896a-5d04-bed9-1d107522251c	ASS_DRIVE_TXT	TEXT		4	1	Asset drive type/mechanism [ISO 19650-2:2018]	1
PARAM	288c4577-3730-5cb1-a8c2-203106b1604e	ASS_INSPECT_FREQ_TXT	TEXT		4	1	Asset inspection frequency [ISO 19650-2:2018]	1
PARAM	f96aabb3-733f-5322-8ada-9f3de9546952	ASS_QA_CERT_TXT	TEXT		4	1	QA certificate reference [ISO 19650-2:2018]	1
PARAM	13438d8d-6e18-5bdf-99ad-8076b7fc613d	ASS_QA_TEST_REPORT_TXT	TEXT		4	1	QA test report reference [ISO 19650-2:2018]	1
PARAM	2e322a95-c90e-51fd-a609-a2c44353cdfc	BLE_BLOCK_SIZE_TXT	TEXT		2	1	Masonry block size specification [ISO 19650-2:2018]	1
PARAM	2f3f6e13-97fb-5bc2-a455-8980ec202c90	BLE_BRICK_BOND_TYPE_TXT	TEXT		2	1	Brick bond type/pattern [ISO 19650-2:2018]	1
PARAM	e86a21d4-4895-5cb3-85df-7f0e2e9c64c2	BLE_FINISH_TILE_SZ_TXT_W_MM	TEXT		2	1	Finish tile size width mm [ISO 19650-2:2018]	1
PARAM	db2cbdfe-032d-5329-a43b-c153c9691156	BLE_MORTAR_MIX_TXT	TEXT		2	1	Mortar mix specification [ISO 19650-2:2018]	1
PARAM	756d823a-24fa-5632-bd11-4f481a89ebc7	BLE_PAINT_TYPE_TXT	TEXT		2	1	Paint finish type [ISO 19650-2:2018]	1
PARAM	57ee93eb-e4de-510c-bf0b-8d3571bafea8	BLE_PLASTER_TYPE_TXT	TEXT		2	1	Plaster type specification [ISO 19650-2:2018]	1
PARAM	303650f4-f6a0-5025-85ef-4aebfab6d2e8	BLE_ROOF_LOAD_CLASS_TXT	TEXT		2	1	Roof load classification [ISO 19650-2:2018]	1
PARAM	d6d4197e-47b8-5812-b0ba-05dfe895b8c4	BLE_ROOF_PITCH_DEG	TEXT		2	1	Roof pitch angle in degrees [ISO 19650-2:2018]	1
PARAM	5394dcdb-bf63-5192-a44b-98ff7c579b2f	BLE_ROOF_SHEET_PROFILE_TXT	TEXT		2	1	Roof sheet profile type [ISO 19650-2:2018]	1
PARAM	b699cbd1-09e5-53a2-84ce-f7bea8811fe1	BLE_SURFACE_CONDITION_TXT	TEXT		2	1	Surface condition assessment [ISO 19650-2:2018]	1
PARAM	2942e34c-a113-5888-b0df-8f14f8ba33f8	BLE_TILE_JOINT_WIDTH_MM	TEXT		2	1	Tile joint width mm [ISO 19650-2:2018]	1
PARAM	950b1a4e-2e93-5353-a8fa-8d9fb2312097	BLE_TILE_SIZE_TXT	TEXT		2	1	Tile size specification [ISO 19650-2:2018]	1
