# This is a Revit shared parameter file.
# Do not edit manually.
*META	VERSION	MINVERSION
META	2	1
*GROUP	ID	NAME
GROUP	1	ASS_MNG
GROUP	2	CST_PROC
GROUP	3	COM_DAT
GROUP	4	ELC_PWR
GROUP	5	HVC_SYSTEMS
GROUP	6	PLM_DRN
GROUP	7	LTG_CONTROLS
GROUP	8	FLS_LIFE_SFTY
GROUP	9	PER_SUST
GROUP	10	BLE_ELES
GROUP	11	TPL_TRACKING
GROUP	12	MAT_INFO
GROUP	13	PRJ_INFORMATION
GROUP	14	PROP_PHYSICAL
GROUP	15	RGL_CMPL
GROUP	16	BLE_STRUCTURE
GROUP	17	STINGTags_ISO19650
GROUP	18	WARN_THRESHOLDS
GROUP	19	SLV_SLEEVE_PARAMS
GROUP	20	CLASH_COORDINATION
GROUP	21	ACC_SYNC
GROUP	22	IFC_EXCH
GROUP	23	HEALTH_METRICS
GROUP	24	ASBUILT
GROUP	25	COMMISSIONING
GROUP	26	TBL_TITLEBLOCK
GROUP	27	STING_DRAWING
GROUP	28	CLN_CLINICAL
GROUP	29	MGS_SYSTEMS
GROUP	30	RAD_PROTECTION
GROUP	31	CEQ_CLINICAL
GROUP	32	LIG_BEHAVIOURAL
GROUP	33	Identity
GROUP	34	Routing
*PARAM	GUID	NAME	DATATYPE	DATACATEGORY	GROUP	VISIBLE	DESCRIPTION	USERMODIFIABLE
PARAM	6917fbe0-e1a5-4590-a5dc-3c4933a93a2f	CST_UNIT_PRICE_AGGREGATE_UGX	TEXT		3	1	Unit price per cubic meter aggregate in UGX [ISO 19650-3:2020]	1
PARAM	139c03e1-802a-51ad-b5e5-2d7052c860ae	BLE_FACADE_INS_BOOL	YESNO		2	1	Ble Facade Ins Bool [ISO 19650-1:2018]	1
PARAM	a9b007e1-971a-520f-86b0-6fc3d9b483cc	PRJ_TB_SHEET_NR_TXT	TEXT		13	1	Sheet number string (may differ from Revit native sheet number for custom formats) [ISO 19650-1:2018]	1
PARAM	f213496b-4218-514b-82cd-ce421248d032	SHT_NUMBER_TXT	TEXT		13	1	Sheet Number mapped from Revit native [ISO 19650-1:2018]	1
PARAM	7e579423-afd3-520b-b8d9-fcd250d18d6a	SHT_NAME_TXT	TEXT		13	1	Sheet Name mapped from Revit native [ISO 19650-1:2018]	1
PARAM	7f3fbb8d-36ca-530d-814d-e9b243c2a4dc	SHT_DISC_TXT	TEXT		13	1	Sheet discipline derived from viewport element majority [ISO 19650-2:2018]	1
PARAM	5b5715dc-8579-5556-b527-77e3be6aea5c	SHT_ORIGINATOR_TXT	TEXT		13	1	Sheet originator code from Project Info [ISO 19650-2:2018]	1
PARAM	54c318b7-811d-50cc-9ca0-72a18b7ff853	SHT_FORM_TXT	TEXT		13	1	Sheet document form code DR SP SH M3 [ISO 19650-2:2018]	1
PARAM	db60894e-8e07-5aff-bcdb-bdaebaceac89	SHT_LEVEL_TXT	TEXT		13	1	Sheet level derived from viewport views [ISO 19650-2:2018]	1
PARAM	7542b276-3ab7-5b55-8154-830bd6f20b76	SHT_REV_TXT	TEXT		13	1	Sheet revision code from project revision [ISO 19650-2:2018]	1
PARAM	73019587-020b-5860-bcb1-3dcadeb6f3ac	SHT_TAG_1_TXT	TEXT		13	1	Sheet ISO 19650 document code assembled from tokens [ISO 19650-2:2018]	1
PARAM	a06370b5-d989-533c-b7af-09ba545790fb	SHT_TAG_7_TXT	TEXT		13	1	Sheet rich narrative description [ISO 19650-2:2018]	1
PARAM	b8c9d0e1-f2a3-4567-bcde-8901234567b8	CST_S_EAR_CST_TOTAL_UGX_NR	TEXT		2	1	Earthworks total cost in UGX [ISO 19650-2:2018]	0
PARAM	627607e2-7ea4-4410-9cc7-6d6d37a332ed	FLT_STATUS_TXT	TEXT		11	1	Filter status [ISO 19650-2:2018]	1
PARAM	d0a046e2-2605-5eb0-b5c8-458526640cb2	PLM_EXP_JOINT_END_CONNECTION_TXT	TEXT		6	1	Plm Exp Joint End Connection Txt [ISO 19650-1:2018]	1
PARAM	67557de3-8a28-5941-80a6-17fe92c8db62	CST_SUP_SHIPPING_METHOD_TXT	TEXT		3	1	Cst Sup Shipping Method Txt [ISO 19650-2:2018]	1
PARAM	7f8d94e3-c6d1-430b-8e3e-45281e628bf2	BI_FILENAME_TXT	TEXT		11	1	Image filename [ISO 19650-1:2018]	1
PARAM	5491e7e3-472a-4b7a-9497-2e5170ce870b	SUST_MAT_TAG_1_TXT	TEXT		9	1	Sustainability tag: recycled content %, embodied carbon, recyclability [ISO 19650-1:2018]	1
PARAM	fc4850e5-044a-5649-a91c-bec9a9c06d2c	PLM_EXJ_TEMP_RANGE_C	TEXT		6	1	Plm Exj Temp Range C [ISO 19650-1:2018]	1
PARAM	b1f962e5-f659-42a2-ae64-0915cbea2669	TS_BOLD_BOOL	YESNO		11	1	Bold text [ISO 19650-1:2018]	1
PARAM	29b9c2e5-ef3d-5330-91fd-c4f2cd8ec648	HVC_DCT_SOUNDLVL_DB	TEXT		5	1	Hvc Dct Soundlvl Db [ISO 19650-1:2018]	0
PARAM	b2c3d4e5-f6a7-8901-bcde-2345678901b2	BLE_STRUCT_FOUNDATION_SZ_TXT	TEXT		10	1	Foundation plan dimensions (e.g. 1500x1500mm) [ISO 19650-1:2018]	1
PARAM	e483e6e5-e131-4f4f-a898-b44f18e65546	CST_UNIT_PRICE_STEEL_UGX	TEXT		3	1	Unit price per kilogram steel in UGX [ISO 19650-3:2020]	1
PARAM	9c6b98e7-b9a7-53f2-91e7-da6592a7990f	PLM_INS_THICKNESS_MM	TEXT		6	1	Plm Ins Thickness Mm [ISO 19650-1:2018]	0
PARAM	4ccacbe7-1cb2-5dd1-bf14-ac0284a3ef17	PRJ_TB_PAPER_SZ_TXT	TEXT		13	1	Paper/sheet size (A0, A1, A2, A3, A4) [ISO 19650-1:2018]	1
PARAM	1f0694e8-cc08-4ed6-9d86-660ef5c7f828	CST_CALC_WATER_M3	TEXT		3	1	Calculated water volume in cubic meters [ISO 19650-3:2020]	0
PARAM	ad07a9e8-e386-5cc1-ad37-864ce06db24f	PER_SUST_WTR_RATING_NR	TEXT		9	1	Per Sust Wtr Rating Nr [ISO 19650-1:2018]	0
PARAM	38145ae9-205a-58e1-9df7-4553b299dd32	ASS_MAINTENANCE_SCHEDULE_TXT	TEXT		1	1	Ass Maintenance Schedule Txt [ISO 19650-3:2020]	1
PARAM	bad2c4e9-2166-5685-9cb5-c0dfd4b0832d	BLE_ROOF_CLR_TXT	TEXT		2	1	Ble Roof Clr Txt [ISO 19650-1:2018]	1
PARAM	40e479ea-d97c-5388-92ef-833e32895072	CST_S_REI_DIAMETER_MM	TEXT		3	1	Cst S Rei Diameter Mm [ISO 19650-2:2018]	1
PARAM	83b8dcea-429b-4157-9f6e-a9694b09be7f	SYS_MEDIUM_TXT	TEXT		11	1	System medium (air, water, etc.) [ISO 19650-1:2018]	1
PARAM	43300beb-e9bc-484d-baa2-33ca812191b2	WS_EDITABLE_DEFAULT_BOOL	YESNO		11	1	Editable by default [ISO 19650-2:2018]	1
PARAM	f5d032eb-78c4-4d1c-8dd0-cc4456324794	DS_UNITS_FORMAT_TXT	TEXT		11	1	Units format [ISO 19650-1:2018]	1
PARAM	45944ceb-71cc-5cfd-895c-e9fcd4a07540	ASS_INST_DETAIL_TXT	TEXT		1	1	Inst Detail Txt [ISO 19650-1:2018]	1
PARAM	e90787eb-ec50-5876-82d9-0944cf6355ff	ASS_LOCAL_SERVICE_AVAILABLE_TXT	TEXT		1	1	Ass Local Service Available Txt [ISO 19650-3:2020]	1
PARAM	5e59ebeb-b688-5c86-9fb3-4bc1cce11d0a	BLE_APP-SMOOTHNESS	TEXT		2	1	Ble App-smoothness [ISO 19650-1:2018]	1
PARAM	cd1626ec-c99a-4b6f-ab7c-8c47fab86f11	BLE_ELES_SPARE_03_TXT	TEXT		2	1	Spare parameter 3 for BLE_ELES group	1
PARAM	78db01ed-d62d-5edf-8473-bae359db0c10	PER_ACOUSTICS_ISOLATION_REQ_BOOL	YESNO		9	1	Per Acoustics Isolation Req Bool [ISO 19650-1:2018]	1
PARAM	66307eed-372a-5804-9c95-6866cceb503a	MAT_MANUFACTURER	TEXT		12	1	Mat Manufacturer [ISO 19650-1:2018]	1
PARAM	f8ead8ed-d82e-5161-a351-c6aed04cf91b	PLM_INS_SPECIFICATION_TXT	TEXT		6	1	Plm Ins Specification Txt [ISO 19650-1:2018]	1
PARAM	383204ee-214f-4ada-b487-5e396fc73fc6	MAT_INFO_SPARE_01_TXT	TEXT		12	1	Spare parameter 1 for MAT_INFO group	1
PARAM	90850aee-4dd7-5846-a2da-49e945fef572	PRJ_NR_TXT	TEXT		13	1	Prj Nr Txt [ISO 19650-1:2018]	1
PARAM	0687a7ee-ab2a-5d4b-afd4-f0e2291d4e68	CST_FIX_CAT_NR	TEXT		3	1	Cst Fix Cat Nr [ISO 19650-2:2018]	1
PARAM	ba022bef-4122-5b20-b6c3-56a639a9a5ec	BLE_FLR_IMPACT_SOUND_INS_DB	TEXT		2	1	Ble Flr Impact Sound Ins Db [ISO 19650-1:2018]	1
PARAM	6e6995ef-b24f-4922-bce5-87598141e3ab	CST_CALC_PAINT_LITERS	TEXT		3	1	Calculated paint in liters [ISO 19650-3:2020]	0
PARAM	d3c9d8ef-e9c8-59cd-861c-d85042b14453	PLM_DRN_TOP_TYPE_TXT	TEXT		6	1	Plm Drn Top Type Txt [ISO 19650-1:2018]	1
PARAM	b81aebef-48d1-51d2-b31d-e78829f0825a	CST_S_FRM_COLUMN_AREA_SQ_M	TEXT		3	1	Cst S Frm Column Area Sq M [ISO 19650-2:2018]	1
PARAM	0183f5ef-7092-42a6-aa12-99ec5f1ae02b	CST_TOTAL_AGGREGATE_COST	TEXT		3	1	Total aggregate cost in UGX [ISO 19650-3:2020]	0
PARAM	c00445f0-734c-5f6d-b099-9bdd76303e67	PLM_DRN_ACCESS_POINTS_TXT	TEXT		6	1	Plm Drn Access Points Txt [ISO 19650-1:2018]	1
PARAM	c2a216f1-5197-5863-8dc0-bedee10fba48	ASS_PMT_PRO_PO_NR_TXT	TEXT		1	1	Ass Pmt Pro Po Nr Txt [ISO 19650-3:2020]	1
PARAM	e0b96ff1-0963-5e09-8a48-e514a0d99292	CST_S_CON_ADMIXTURE_TXT	TEXT		3	1	Cst S Con Admixture Txt [ISO 19650-2:2018]	1
PARAM	45309df1-66c8-5d0d-910b-23fd16e2c7a7	PLM_DRN_FILL_RATIO_NR	TEXT		6	1	Plm Drn Fill Ratio Nr [ISO 19650-1:2018]	0
PARAM	8bdda9f1-dd26-5488-a045-df664f1e055a	PROP_CARBON_KG_M3	TEXT		14	1	Prop Carbon Kg M3 [ISO 19650-1:2018]	1
PARAM	e4f2fcf1-4764-4f8c-9b8d-e8512834e1aa	STR_STEEL_TAG_TXT	TEXT		10	1	Steel specification tag: grade, section size, fire protection, material [ISO 19650-2:2018]	1
PARAM	ea0938f2-dc68-5ead-85e0-9e66efe124ac	BLE_MAT_LAYER_CNT_INT	TEXT		2	1	Ble Mat Layer Cnt Int [ISO 19650-1:2018]	1
PARAM	a17d63f2-7726-5273-bdea-536423ad8061	BLE_FACADE_FINISH_TXT	TEXT		2	1	Ble Facade Finish Txt [ISO 19650-1:2018]	1
PARAM	e8ae2df3-b02c-55cb-8dc8-613a87e8664a	PRJ_TB_MEP_CONSULTANTS_NAME_TXT	TEXT		13	1	MEP engineering consultant firm name [ISO 19650-1:2018]	1
PARAM	58f258f3-83cb-4580-a1d9-1db8b10b41f0	VT_CREATED_BY_TXT	TEXT		11	1	Template creator [ISO 19650-2:2018]	1
PARAM	1d7facf3-c592-50d1-b90a-ea5adadcfccc	ASS_NUMBER_OF_PWR_OUTLETS_INT	TEXT		1	1	Ass Number Of Pwr Outlets Int [ISO 19650-3:2020]	1
PARAM	e9d487a5-e6d7-53f3-a5d8-280d247952d0	ASS_TAG_7_PARA_EQUIPMENT_TXT	TEXT		1	1	Specialty equipment paragraph [ISO 19650-3:2020]	1
PARAM	66a6b4f3-4f82-5d5f-900a-d68a33a68d31	PLM_VLV_TRIM_MAT_TXT	TEXT		6	1	Plm Vlv Trim Mat Txt [ISO 19650-1:2018]	1
PARAM	14b7c2f3-4188-5644-ab61-7f446cf631e8	MAT_LAYER_2_MATERIAL	TEXT		12	1	Mat Layer 2 Material [ISO 19650-1:2018]	1
PARAM	b9120af5-e803-5b45-8af2-0d6564aba0e4	PER_THERM_CONDENSATION_RISK_TXT	TEXT		9	1	Per Therm Condensation Risk Txt [ISO 19650-1:2018]	1
PARAM	50b540f5-e8bb-5fe3-ada8-985d4443b189	BLE_FLR_FINISH_THICKNESS_MM	TEXT		2	1	Ble Flr Finish Thickness Mm [ISO 19650-1:2018]	1
PARAM	f67d3af6-c2dd-420a-a6c5-fbc2a7ebfe94	FLT_NAME_TXT	TEXT		11	1	Filter name [ISO 19650-1:2018]	1
PARAM	355e3ff6-e5e5-586e-8dfd-5129c51f3f77	BLE_FLR_MOISTURE_BARRIER_REQUIRED_BOOL	YESNO		2	1	Ble Flr Moisture Barrier Required Bool [ISO 19650-1:2018]	1
PARAM	8f508cf6-e55d-482f-ae03-11e423b970b6	BI_FILE_LOCATION_TXT	TEXT		11	1	File location path [ISO 19650-1:2018]	1
PARAM	84e4b9f6-338d-5e36-80c7-5d773edcfbd4	PLM_EXP_JOINT_PRESSURE_RATING_BAR	TEXT		6	1	Plm Exp Joint Pressure Rating Bar [ISO 19650-1:2018]	1
PARAM	c3d4e5f6-a7b8-9012-cdef-3456789012c3	BLE_STRUCT_FOUNDATION_DEPTH_MM	TEXT		10	1	Foundation depth in millimeters [ISO 19650-1:2018]	1
PARAM	e18d22f7-884f-5821-833e-7f89dd5d56e3	CST_S_CON_TYPE_TXT	TEXT		3	1	Cst S Con Type Txt [ISO 19650-2:2018]	1
PARAM	17213af7-f26e-5499-9873-7cd198ebf13d	CST_S_CON_MIX_RATIO_TXT	TEXT		3	1	Cst S Con Mix Ratio Txt [ISO 19650-2:2018]	1
PARAM	1468bff7-c068-4d34-937f-41138051ad4e	PH_NAME_TXT	TEXT		11	1	Phase name [ISO 19650-1:2018]	1
PARAM	7cc3cdf7-5f94-5ef8-9509-47c5fe1922d2	BLE_FLR_RAISED_ACCESS_FLR_TXT	TEXT		2	1	Ble Flr Raised Access Flr Txt [ISO 19650-1:2018]	1
PARAM	17b65ef8-e8f9-5e88-bba5-0997731f3cf3	PLM_EXJ_LATERAL_MOVEMENT_MM	TEXT		6	1	Plm Exj Lateral Movement Mm [ISO 19650-1:2018]	1
PARAM	828e0bf9-51f1-480b-a718-6803671975eb	CST_UNIT_PRICE_TILE_UGX	TEXT		3	1	Unit price per square meter tile in UGX [ISO 19650-3:2020]	1
PARAM	c69d21f9-6d52-511a-aac3-f073392ed096	FLS_SFTY_DEV_TYPE_TXT	TEXT		8	1	Fls Sfty Dev Type Txt [ISO 19650-1:2018]	1
PARAM	116067f9-c015-5956-b9e6-1c1ab93a0507	BLE_FINISH_PLASTER_THICKNESS_MM	TEXT		2	1	Ble Finish Plaster Thickness Mm [ISO 19650-1:2018]	1
PARAM	c48b97fa-891a-4cad-890b-f68783bef2db	OS_MATERIAL_TXT	TEXT		11	1	Default material [ISO 19650-1:2018]	1
PARAM	a8435ffb-cfba-5718-a929-d12f6b3322df	FLS_PROT_FLS_ESCAPE_STAIR_TXT	TEXT		8	1	Fls Prot Fls Escape Stair Txt [ISO 19650-1:2018]	1
PARAM	7c7082fb-241d-5e04-a06d-0c4622dd2dce	RGL_ACCESS_HEARING_LOOP_BOOL	YESNO		15	1	Rgl Access Hearing Loop Bool [ISO 19650-1:2018]	1
PARAM	d03b0afc-854c-518a-8d8e-bba3db2b2151	FLS_SFTY_FLW_RATE_LPM_NR	TEXT		8	1	Fls Sfty Flw Rate Lpm Nr [ISO 19650-1:2018]	0
PARAM	c17099fc-7c35-5d7d-892a-c6eca3f8f1a4	PLM_HOTWTR_RECOVERY_RATE_GPH	TEXT		6	1	Plm Hotwtr Recovery Rate Gph [ISO 19650-1:2018]	1
PARAM	f35708fe-f4e2-563f-8716-372ad14930eb	CST_S_FRM_TYPE_TXT	TEXT		3	1	Cst S Frm Type Txt [ISO 19650-2:2018]	1
PARAM	ec7198fe-8528-57b6-838c-ef028a1fd602	PLM_EXJ_END_CONNECTION_TXT	TEXT		6	1	Plm Exj End Connection Txt [ISO 19650-1:2018]	1
PARAM	7cc0b5fe-a330-42e5-ad9e-649e4bdbaeac	PER_SUST_SPARE_01_TXT	TEXT		9	1	Spare parameter 1 for PER_SUST group	1
PARAM	ad7202ff-5267-5378-8286-7fa949c6b9c0	FLS_SFTY_TEMP_RATING_C	TEXT		8	1	Fls Sfty Temp Rating C [ISO 19650-1:2018]	1
PARAM	09386aff-7006-4676-b7f1-d35ae50abb31	VT_DISCIPLINE_TXT	TEXT		11	1	Discipline (Architecture, Structure, MEP) [ISO 19650-1:2018]	1
PARAM	de4facff-b835-5fbb-97df-c90a46817e6d	BLE_APP-BACKGROUND_PATTERN	TEXT		2	1	Ble App-background Pattern [ISO 19650-1:2018]	1
PARAM	5568d8ff-1dcb-5db8-b3a1-189de3509837	CST_S_EAR_HARDCORE_THICKNESS_MM	TEXT		3	1	Cst S Ear Hardcore Thickness Mm [ISO 19650-2:2018]	1
PARAM	10c0be4c-8534-5a16-85a5-2c2c5335e6bf	COM_TAG_7_PARA_BMS_TXT	TEXT		3	1	BMS device paragraph [ISO 19650-3:2020]	1
PARAM	a5ee1f80-17ac-5088-a4bb-bd72bcb56cf8	ICT_TAG_7_PARA_DATA_TXT	TEXT		3	1	Data/telephone outlet paragraph [ISO 19650-3:2020]	1
PARAM	62c6c1c6-e901-5b2d-b61e-71e3ed9c9f1d	NCL_TAG_7_PARA_NURSECALL_TXT	TEXT		3	1	Nurse call paragraph [ISO 19650-3:2020]	1
PARAM	d10b0b0c-12d1-55b8-9d48-feda6544696a	SEC_TAG_7_PARA_SECURITY_TXT	TEXT		3	1	Security device paragraph [ISO 19650-3:2020]	1
PARAM	24bc19e4-8ec6-4d4c-b457-5e14a1f42e58	ASS_PROJECT_COD_TXT	TEXT		17	1		1
PARAM	87dc564e-8542-497d-a36f-ee335fd32bd4	ASS_ORIGINATOR_COD_TXT	TEXT		17	1		1
PARAM	4f51f371-c2b1-43f5-9dea-da797442c1fb	ASS_VOLUME_COD_TXT	TEXT		17	1		1
PARAM	83b2139d-67bb-48db-a50f-32140c0dc753	ASS_REV_COD_TXT	TEXT		17	1	ISO 19650 revision code token in the tag container system (GROUP 17). Written by the tag pipeline. See also ASS_REV_TXT (GROUP 1) for the display revision label.	1
PARAM	e26e01ef-33d8-5a57-9ab7-fa30faa4ceff	TAG_PARA_STATE_1_BOOL	TEXT		17	1	Compact mode (tier 1 only) [ISO 19650-3:2020]	1
PARAM	b1080057-9890-5a0c-959a-46fb8847c766	TAG_PARA_STATE_2_BOOL	TEXT		17	1	Standard mode (tiers 1+2) [ISO 19650-3:2020]	1
PARAM	825a73c0-4b3b-5474-8db5-f54072ff40b8	TAG_PARA_STATE_3_BOOL	TEXT		17	1	Comprehensive mode (tiers 1+2+3) [ISO 19650-3:2020]	1
PARAM	11d1c84f-a3f8-5cb9-a4aa-cfe44ef42a8f	TAG_WARN_VISIBLE_BOOL	TEXT		17	1	Enable/disable warning text in tags [ISO 19650-3:2020]	1
PARAM	ef7bf5e9-5bac-5ed4-bad3-87efd578ce6b	TAG_WARN_SEVERITY_FILTER_TXT	TEXT		17	1	Filter: CRITICAL, HIGH, MEDIUM, ALL [ISO 19650-3:2020]	1
PARAM	b2d67f62-bb98-5390-89d7-4f5c5cba97a3	BLE_CEILING_AREA_SQ_M	TEXT		10	1	Ble Ceiling Area Sq M [ISO 19650-1:2018]	0
PARAM	02e86218-684e-50f6-a23b-d0f517d65766	BLE_CEILING_FIN_TILE_QTY_NR	TEXT		10	1	Ble Ceiling Fin Tile Qty Nr [ISO 19650-1:2018]	0
PARAM	475fcac1-b6f0-51c5-931c-2633a3aaa35c	BLE_DOOR_AREA_SQ_M	TEXT		10	1	Ble Door Area Sq M [ISO 19650-1:2018]	0
PARAM	40b706ca-f0f0-5672-b74c-6b72a83442cc	BLE_FLR_AREA_SQ_M	TEXT		10	1	Ble Flr Area Sq M [ISO 19650-1:2018]	0
PARAM	da8a5092-8b76-50d2-8431-2ee49178446c	BLE_FLR_TILE_QTY_NR	TEXT		10	1	Ble Flr Tile Qty Nr [ISO 19650-1:2018]	0
PARAM	c1c64793-e79f-5ff5-980a-88c49794e34e	BLE_RAMP_HEIGHT_MM	TEXT		10	1	Ble Ramp Height Mm [ISO 19650-1:2018]	1
PARAM	13c1cf4a-0146-5dfe-8f15-7c1267ed09a1	BLE_RAMP_LENGTH_MM	TEXT		10	1	Ble Ramp Length Mm [ISO 19650-1:2018]	1
PARAM	6d2c0cf8-58b7-5fc3-aabc-f5a85679f33a	BLE_STAIR_PITCH_LINE_MM	TEXT		10	1	Ble Stair Pitch Line Mm [ISO 19650-1:2018]	0
PARAM	016ba1bd-3f50-5a11-afbc-34f3846cdae6	BLE_STAIR_RISE_GOING_RATIO_NR	TEXT		10	1	Ble Stair Rise Going Ratio Nr [ISO 19650-1:2018]	0
PARAM	1f6f2db8-edcf-5a55-b15b-2d8fced3d13a	BLE_WINDOW_AREA_SQ_M	TEXT		10	1	Ble Window Area Sq M [ISO 19650-1:2018]	0
PARAM	735b9c37-3324-5b46-bc82-4e6c3e5c9432	BLE_WINDOW_WWR_PCT	TEXT		10	1	Ble Window Wwr Pct [ISO 19650-1:2018]	0
PARAM	7a6fff97-e8fe-5ac2-a229-b375e9ae9eac	ARCH_TAG_7_PARA_FACADE_TXT	TEXT		10	1	Facade/curtain wall paragraph [ISO 19650-3:2020]	1
PARAM	0eb59837-cbf1-5c91-a6c0-7bd8820e452a	ARCH_TAG_7_PARA_STAIR_TXT	TEXT		10	1	Stair paragraph [ISO 19650-3:2020]	1
PARAM	ef02ada2-6d8c-5040-9cb7-700ac1cab810	ARCH_TAG_7_PARA_RAMP_TXT	TEXT		10	1	Ramp paragraph [ISO 19650-3:2020]	1
PARAM	e55db34e-129d-5ea8-83be-e09e5e65604f	ARCH_TAG_7_PARA_CASEWORK_TXT	TEXT		10	1	Casework paragraph [ISO 19650-3:2020]	1
PARAM	b1d47bbb-397e-520b-9610-b471226f9441	ARCH_TAG_7_PARA_FURNITURE_TXT	TEXT		10	1	Furniture paragraph [ISO 19650-3:2020]	1
PARAM	c0ba10c1-c570-5f35-a932-5364aaccf367	ARCH_TAG_7_PARA_WALL_TXT	TEXT		10	1	Wall paragraph container [ISO 19650-3:2020]	1
PARAM	79f63378-cf89-53ed-8d08-b7ef224664bc	ARCH_TAG_7_PARA_FLOOR_TXT	TEXT		10	1	Floor paragraph container [ISO 19650-3:2020]	1
PARAM	86482d6d-49dc-5efc-adc3-16fdfd742ea3	ARCH_TAG_7_PARA_DOOR_TXT	TEXT		10	1	Door paragraph container [ISO 19650-3:2020]	1
PARAM	abae0302-a908-5e5c-8244-fac437ef2272	ARCH_TAG_7_PARA_WIN_TXT	TEXT		10	1	Window paragraph container [ISO 19650-3:2020]	1
PARAM	dc8a2075-2dfd-5f4c-9b4b-4cc938e87797	ARCH_TAG_7_PARA_ROOM_TXT	TEXT		10	1	Room/space paragraph container [ISO 19650-3:2020]	1
PARAM	ec301803-ef10-50a5-8cd0-12c129155328	ARCH_TAG_7_PARA_CEIL_TXT	TEXT		10	1	Ceiling paragraph container - NEW v4.3 [ISO 19650-3:2020]	1
PARAM	15306275-b3a6-509c-995a-d1a48b11f567	ARCH_TAG_7_PARA_ROOF_TXT	TEXT		10	1	Roof paragraph container - NEW v4.3 [ISO 19650-3:2020]	1
PARAM	cb3db2ab-9bf9-56f8-a5e5-0f2c0aaaa114	CST_S_REI_UNIT_WT_KG	TEXT		2	1	Cst S Rei Unit Wt Kg [ISO 19650-1:2018]	1
PARAM	fe962fba-4285-59c3-90eb-bd4dd678316e	ELC_ENERGY_COST_UGX_PA	TEXT		4	1	Elc Energy Cost Ugx Pa [ISO 19650-1:2018]	0
PARAM	73afac01-e2d8-5bd9-a934-6b25d894c67f	ELC_ENERGY_KWH_PA	TEXT		4	1	Elc Energy Kwh Pa [ISO 19650-1:2018]	0
PARAM	ccefd339-0549-58de-892c-ee9ea6c8c304	ELC_LP_SOIL_RESIST_OHM_M	TEXT		4	1	Elc Lp Soil Resist Ohm M [ISO 19650-1:2018]	1
PARAM	e035389f-58b4-567e-a820-0d674ee6c2b8	ELC_TAG_7_PARA_CONDUIT_TXT	TEXT		4	1	Conduit paragraph [ISO 19650-3:2020]	1
PARAM	a0837add-84a6-525b-9339-02d5d01105d6	ELC_TAG_7_PARA_TRAY_TXT	TEXT		4	1	Cable tray paragraph [ISO 19650-3:2020]	1
PARAM	447e7a85-0d13-5e3d-bd26-c5b8b0b16bc4	ELC_TAG_7_PARA_CABLE_TXT	TEXT		4	1	Cable paragraph (destination, source, cores, size, insulation, install method, tray fill, load) [ISO 19650-3:2020]	1
PARAM	ce012518-4b1d-5cfd-b57d-fbfa5d9e2a23	ELC_PNL_RATED_KW	TEXT		4	1	Panel rated capacity kW (for overload check) [ISO 19650-3:2020]	1
PARAM	3f4684f4-9274-5275-993a-85c7b190fcac	ELC_TAG_7_PARA_PANEL_TXT	TEXT		4	1	DB panel paragraph container [ISO 19650-3:2020]	1
PARAM	2f21931c-6b91-50e6-856d-dc2b138c965a	ELC_TAG_7_PARA_CIRCUIT_TXT	TEXT		4	1	Circuit/point paragraph container [ISO 19650-3:2020]	1
PARAM	6959bec4-be0e-5120-a4d4-3e7720195b55	FLS_ALARM_CIRCUIT_COUNT_NR	TEXT		8	1	Fls Alarm Circuit Count Nr [ISO 19650-1:2018]	0
PARAM	329519d6-e473-54e3-ab24-0753b172baa9	FLS_DETECTION_COST_UGX	TEXT		8	1	Fls Detection Cost Ugx [ISO 19650-1:2018]	0
PARAM	bc024757-f274-5834-a34e-1175dc263198	FLS_DETECTOR_COUNT_NR	TEXT		8	1	Fls Detector Count Nr [ISO 19650-1:2018]	0
PARAM	01b593ee-a8c1-5569-957e-1a30b01f2564	FLS_EVACUATION_TIME_MIN	TEXT		8	1	Fls Evacuation Time Min [ISO 19650-1:2018]	0
PARAM	b1db5751-dff6-5407-8243-246f754efd35	FLS_EXIT_TRAVEL_DIST_M	TEXT		8	1	Fls Exit Travel Dist M [ISO 19650-1:2018]	0
PARAM	1017f0fe-68c8-5d96-9e48-866fb330144d	FLS_PROT_FLS_RESISTANCE_MINUTES_CALC	TEXT		8	1	Fls Prot Fls Resistance Minutes Calc [ISO 19650-1:2018]	0
PARAM	ce9b5c7e-cf4c-5316-8f57-482a5155827b	FLS_PROT_WALL_THICKNESS_MM	TEXT		8	1	Fls Prot Wall Thickness Mm [ISO 19650-1:2018]	1
PARAM	bf1cfb0d-e2e4-516a-81d8-cecab400635b	FLS_SFTY_DEMAND_LPS	TEXT		8	1	Fls Sfty Demand Lps [ISO 19650-1:2018]	0
PARAM	18b920c6-5841-5289-a4bc-93546f4d4398	FLS_SFTY_DURATION_MIN	TEXT		8	1	Fls Sfty Duration Min [ISO 19650-1:2018]	1
PARAM	58a11596-8f8e-5465-b4e3-b5d3c13d6d48	FLS_SFTY_ESCAPE_WIDTH_MM	TEXT		8	1	Fls Sfty Escape Width Mm [ISO 19650-1:2018]	0
PARAM	c00d0115-19fe-535f-84be-53a01fb132b4	FLS_SFTY_HEADS_OPERATING_NR	TEXT		8	1	Fls Sfty Heads Operating Nr [ISO 19650-1:2018]	1
