# v2.3 | 20260227 | BIM Template mr_parameters
Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,BLE_CEILING_ACCESS_PNLS_INCLUDED_TXT,3655d737-59ed-593e-9bee-1ef10b133134,TEXT,CST_PROC,Type,Ble Ceiling Access Pnls Included Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_FACADE_CLR_TXT,4ce1ef37-3598-5dff-9e22-04ded38acbce,TEXT,CST_PROC,Type,Ble Facade Clr Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,RGL_UNBS_STD_TXT,dfdf1538-8ba3-539f-8e61-d29cff172b4a,TEXT,RGL_CMPL,Type,Rgl Unbs Std Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,SYS_NAME_TXT,25892b38-82b2-49a1-89ff-70795dcc3ac3,TEXT,TPL_TRACKING,Type,System name [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ELC_CKT_LENGTH_M,26374738-d41a-5995-97d2-3de4eb1664a0,LENGTH,ELC_PWR,Type,Elc Ckt Length M [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,PH_DESCRIPTION_TXT,590c7438-ad1b-4126-88b0-2fbe81c5759a,TEXT,TPL_TRACKING,Type,Phase description [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PH_END_DATE_TXT,49abb038-93e9-4a39-84ba-d7b3961d441e,TEXT,TPL_TRACKING,Type,Phase end date [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,PER_ENVIRONMENTAL_ALTITUDE_M,ab8ad339-8221-5a46-90cf-b9e17c645710,LENGTH,PER_SUST,Type,Per Environmental Altitude M [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,BLE_APP-SHININESS,a556243a-8e3c-58ce-a26d-66e2442d2d20,TEXT,CST_PROC,Instance,Ble App-shininess [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_TAG_6_TXT,d0d35a3a-abea-4898-9deb-4cdca865e8ee,TEXT,MAT_INFO,Type,"ISO 22057 EPD environmental data tag: EPD ref, GWP, recycled content [ISO 22057:2022]",False,,,SUSTAINABILITY,1,0
Generic Models,BLE_FLR_PERIMETER_DETAIL_TYPE_TXT,117ee33a-b373-5527-bc26-66b0fb80b6b7,TEXT,CST_PROC,Type,Ble Flr Perimeter Detail Type Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,DS_NAME_TXT,395b2b3b-843a-4db6-8358-01892db83144,TEXT,TPL_TRACKING,Type,Dimension style name [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_FACADE_MAT_TXT,48e4e63b-276c-5eaf-ae1c-512d572b56d6,TEXT,CST_PROC,Type,Ble Facade Mat Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_DRN_VNT_TERMINAL_LOC_TXT,740d903c-1911-555b-ba73-0dc84493394f,TEXT,PLM_DRN,Type,Plm Drn Vnt Terminal Loc Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,BLE_WALL_EXTERIOR_FINISH_TXT,a2b0283d-78f6-551a-9725-c54d2558ed67,TEXT,CST_PROC,Type,Ble Wall Exterior Finish Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,HVC_DCT_EQUIVALENT_DIAMETER_IN,e28e8a3d-b7e2-5247-85c3-a6b72b1d4a40,TEXT,HVC_SYSTEMS,Type,Hvc Dct Equivalent Diameter In [ISO 19650-1:2018],False,,,HVAC,1,0
Generic Models,CP_USE_CASE_TXT,d70b503e-5ef9-4a7f-9c72-9ce3f71b4280,TEXT,TPL_TRACKING,Type,Color use case [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_SUP_PAYMENT_TERMS_TXT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,TEXT,COM_DAT,Type,Cst Sup Payment Terms Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,COM_DAT,Type,Cst S Ear Excavation Method Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,ELC_VLT_PRIMARY_RATING_V,af785641-08c5-5f2b-91b9-40ea678f25c5,ELECTRICAL_POTENTIAL,ELC_PWR,Type,Elc Vlt Primary Rating V [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,COM_DAT,Type,Cst S Ear Fill Mat Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,COM_DAT,Type,Cst S Frm Stripping Time Days [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,CST_TOTAL_PLASTER_COST,53630844-8d0e-405c-87ba-6b6aef5552c8,CURRENCY,COM_DAT,Type,Total plaster cost in UGX [ISO 19650-3:2020],True,(CST_CALC_CEMENT_PLASTER_BAGS * CST_UNIT_PRICE_CEMENT_UGX) + (CST_CALC_SAND_PLASTER_M3 * CST_UNIT_PRICE_SAND_UGX),"CST_CALC_CEMENT_PLASTER_BAGS, CST_CALC_SAND_PLASTER_M3",COSTING,0,1
Generic Models,CST_UNIT_PRICE_FASTENER_UGX,90e38244-96bb-48ec-aa10-6c9a6b23aa9c,CURRENCY,COM_DAT,Type,Unit price per fastener in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,VT_PHASE_FILTER_TXT,bd85bc44-68ea-4481-b0e0-9f8004fcaf0b,TEXT,TPL_TRACKING,Type,Phase filter applied [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,BLE_STAIR_RISE_MM,0dcbfb44-1130-51b2-bea9-832d4ee087f7,LENGTH,CST_PROC,Type,Ble Stair Rise Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,DS_TYPE_TXT,88647645-8e89-45ba-b6bd-e44fd4f4a70d,TEXT,TPL_TRACKING,Type,Dimension type [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,MAT_PERF_TAG_2_TXT,28487745-251e-4555-bf56-b1d06c933cc5,TEXT,MAT_INFO,Instance,"Acoustic performance tag: STC, IIC, NRC [ISO 19650-1:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,BLE_FLR_LVL_NR,d794c645-b8c7-5465-82d3-2cd1a64a061c,NUMBER,CST_PROC,Type,Ble Flr Lvl Nr [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_APP-CUT-BG-COLOR,27a62c46-4ab1-56d4-8474-b090cf7406df,TEXT,CST_PROC,Instance,Ble App-cut-bg-color [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,RGL_ACCESS_CLEAR_WIDTH_MM,0a5c2f46-8c87-53dc-88b4-9a886e0d908e,LENGTH,RGL_CMPL,Type,Rgl Access Clear Width Mm [ISO 19650-1:2018],True,"if(BLE_DOOR_WIDTH_MM >= 900, BLE_DOOR_WIDTH_MM, 850)",BLE_DOOR_WIDTH_MM,REGULATORY,0,1
Generic Models,PRJ_TB_DESIGN_STAGE_TXT,da480448-0e4c-53bf-9e45-5f8641a5d82c,TEXT,PRJ_INFORMATION,Type,Prj Tb Design Stage Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ELC_CBL_SOURCE_FROM_TXT,f4e05f48-bd68-53d7-bbcf-01555243629b,TEXT,ELC_PWR,Type,Elc Cbl Source From Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,MAT_LAYER_4_MATERIAL,646ebf48-0f81-5596-bc9e-e404360ba703,TEXT,MAT_INFO,Instance,Mat Layer 4 Material [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_ACC_SZ_DIMENSION_NR,0692f248-1d25-55f2-a381-d4ef73a78047,NUMBER,PLM_DRN,Type,Plm Acc Sz Dimension Nr [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,FLS_SFTY_DEV_LOOP_TXT,1b759149-ab32-5e4e-9734-09aca0bf6ec5,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Dev Loop Txt [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,ELC_CBL_INSTALL_METHOD_TXT,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,ELC_PWR,Type,Elc Cbl Install Method Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,PRJ_ISO_STD_TXT,ba6ba04a-dc2c-5abc-b8ac-472f4f5576c3,TEXT,PRJ_INFORMATION,Type,Prj Iso Std Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_ELES_SPARE_02_TXT,a194c84a-2586-40dd-8165-54d90645f0fd,TEXT,CST_PROC,Type,Spare parameter 2 for BLE_ELES group,False,,,ARCHITECTURAL,1,0
Generic Models,ENV_WIN_TAG_TXT,a204d24a-e981-44b4-bf39-afe03ddfa8dc,TEXT,BLE_ELES,Type,"Window performance tag: frame, glazing, U-value, SHGC, VLT [ISO 19650-1:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,MA_ISSUES_FOUND_TXT,5126b74b-b7f2-4f02-9bb1-b562ee526235,TEXT,TPL_TRACKING,Type,Issues found [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,COM_C_PWR_SUPPLY_V,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,NUMBER,COM_DAT,Type,Com C Pwr Supply V [ISO 19650-1:2018],False,,,COSTING,1,0
Generic Models,BLE_APP-SURFACE-BG-PATTERN,0007744c-a411-51ac-8722-314271c17c5a,TEXT,CST_PROC,Instance,Ble App-surface-bg-pattern [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PER_ENVIRONMENTAL_TEMP_DESIGN_C,6ea4104d-783a-5819-ad44-f3383a8c376d,TEXT,PER_SUST,Type,Per Environmental Temp Design C [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,OS_PROJECTION_WEIGHT_INT,b8452a4d-ed19-40b9-81cf-818cfe97ea07,INTEGER,TPL_TRACKING,Type,Projection line weight [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,ASS_PMT_CST_UNIT_RATE_UGX_NR,2095964d-ab08-5261-8397-41a5a0fbba6f,CURRENCY,ASS_MNG,Type,Ass Pmt Cst Unit Rate Ugx Nr [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,BLE_STAIR_BALUSTRADE_TYPE_TXT,576bda4d-9284-5ac7-bfe9-2a45a70780aa,TEXT,BLE_STRUCTURE,Type,Hvc Stair Balustrade Type Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,COM_DAT,Type,Cst S Frm Beam Area Sq M [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,ELC_CKT_PHASE_COUNT_NR,9a3d204e-5cc8-5e7a-8199-174d407c0210,INTEGER,ELC_PWR,Type,Elc Ckt Phase Count Nr [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,FLT_CATEGORIES_TXT,2e8bcf4e-6c4e-4a2f-9574-fff2ed2f12e1,TEXT,TPL_TRACKING,Type,Categories included in filter [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PROP_ACOUSTIC_ABS,cc5ae04e-b64b-5d57-9030-22f14dfff3a0,TEXT,PROP_PHYSICAL,Instance,Prop Acoustic Abs [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_ADDRESS_TXT,f549fe4e-cba1-582b-ad45-a07df6e006f5,TEXT,PRJ_INFORMATION,Type,Prj Address Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ELC_CKT_CBL_TYPE_TXT,06300e4f-bfb5-527f-b497-f8086ea01bcf,TEXT,ELC_PWR,Type,Elc Ckt Cbl Type Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,SPARE_PARAM_02_TXT,3be51d50-cbd9-42da-8306-85639d7e4962,TEXT,TPL_TRACKING,Type,Spare parameter 02 for future use [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_REI_TYPE_TXT,c7c6d650-0fdd-50f9-b7ed-347a47a92a52,TEXT,COM_DAT,Type,Cst S Rei Type Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BLE_RAMP_SURFACE_FINISH_TXT,72b1ed50-5119-5269-9367-0f1a832c8af9,TEXT,CST_PROC,Type,Ble Ramp Surface Finish Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PER_SUST_EDGE_CONTRIB_TXT,c6b00f51-6375-5a79-96b7-94d5a306b464,TEXT,PER_SUST,Type,Per Sust Edge Contrib Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,TPL_TRACKING_SPARE_02_TXT,f6797951-44b8-4682-b23e-ef6fd1a29bc9,TEXT,TPL_TRACKING,Type,Spare parameter 2 for TPL_TRACKING group,False,,,MULTI,1,0
Generic Models,BLE_FLR_TYPE_CLASSIFICATION_TXT,163aec51-823d-59e4-86b0-3e2e35d90aac,TEXT,CST_PROC,Type,Ble Flr Type Classification Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_ROOF_RAINWTR_HARVESTING_INTEGRATION_BOOL,184f2852-179b-54d4-a09c-3b6c51f9569f,YESNO,CST_PROC,Type,Ble Roof Rainwtr Harvesting Integration Bool [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_REI_MARK_PREFIX_TXT,5c14c153-4f23-57d5-b9f1-58848557d7a3,TEXT,COM_DAT,Type,Cst S Rei Mark Prefix Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PLM_STR_STYLE_TXT,a9842954-6ab9-5d27-a2da-42f159fccf2d,TEXT,PLM_DRN,Type,Plm Str Style Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,PLM_SPT_ATTACHMENT_METHOD_TXT,bdf05654-4477-55c4-a761-9181599f2db7,TEXT,PLM_DRN,Type,Plm Spt Attachment Method Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,MA_ACTION_REQUIRED_TXT,7c4b5055-c12d-41a1-ada5-977039d26a6a,TEXT,TPL_TRACKING,Type,Required actions [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,BLE_APP-REVIT-BASE-MATERIAL,4f857c55-e2d2-5526-bcfb-febfcf8135a7,TEXT,CST_PROC,Instance,Ble App-revit-base-material [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_APP-PHYSICAL-ASSET,01d12656-3d68-5cf0-9322-3e0bb5c89ae9,TEXT,CST_PROC,Instance,Ble App-physical-asset [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_LAYER_5_THICKNESS_MM,70322b56-805e-5cc0-b939-0baea195fb6f,LENGTH,MAT_INFO,Instance,Mat Layer 5 Thickness Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PER_SUST_LEED_CONTRIB_TXT,710bd756-8685-53df-9e99-ff974d4d1ad9,TEXT,PER_SUST,Type,Per Sust Leed Contrib Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,SUST_MAT_TAG_2_TXT,7f2ca957-dd29-4a9a-835a-c39dbdfed8d9,TEXT,PER_SUST,Type,"Green certification tag: LEED credits, EDGE savings, energy rating [ISO 19650-1:2018]",False,,,SUSTAINABILITY,1,0
Generic Models,PLM_VENT_CONNECTED_TO_TXT,aec0b857-0c69-550c-a3f2-0dbed660038a,TEXT,PLM_DRN,Type,Plm Vent Connected To Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,PER_SUST_RECYCLABLE_BOOL,30d1ec57-f844-5585-8af5-8828d9f98dbb,YESNO,PER_SUST,Type,Per Sust Recyclable Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,BLE_STRUCT_FOUNDATION_TYPE_TXT,d6705b58-9a98-5a20-98e8-3fe13dfb048a,TEXT,CST_PROC,Type,Ble Struct Foundation Type Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,SYS_APPLICABLE_STANDARDS_TXT,ffea8a58-370e-4783-a55b-32e5c8da41e8,TEXT,TPL_TRACKING,Type,Applicable standards [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PRJ_TB_CHECKED_BY_TXT,052af358-d13d-5e2e-aaf2-9a7e58d18371,TEXT,PRJ_INFORMATION,Type,Prj Tb Checked By Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_APP-SURFACE_PATTERN,ba316859-84b2-5bfa-b93f-a0144d43b482,TEXT,CST_PROC,Instance,Ble App-surface Pattern [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN,d173e059-7b9e-54ca-83fc-2bef567411cb,TEXT,FLS_LIFE_SFTY,Type,Fls Prot Fls Resistance Rating Minutes Min [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,CST_S_CON_CURING_DAYS_NR,a64ca95a-acf1-57f1-a531-4e6790fb4d31,NUMBER,COM_DAT,Type,Cst S Con Curing Days Nr [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,MAT_DISCIPLINE,80a2b25a-3312-520c-911f-ad8c1d5f760b,TEXT,MAT_INFO,Instance,Mat Discipline [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_MAT_L2_FUNC_TXT,d3677a5b-1ddf-54ef-ad6d-b081034e22e8,TEXT,CST_PROC,Instance,Ble Mat L2 Func Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_COST_UGX,1ffd7a5b-353c-5634-bfe1-1a32c7ab44a1,CURRENCY,MAT_INFO,Instance,Mat Cost Ugx [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_TB_APVD_BY_TXT,9891e45b-6840-5af7-897c-2db80a7bfe3f,TEXT,PRJ_INFORMATION,Type,Prj Tb Apvd By Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PER_THERM_SHADING_DEVICE_TXT,780b285c-b46d-5772-9cfe-0a2ee43cd998,TEXT,PER_SUST,Type,Per Therm Shading Device Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,PLM_ACC_CONNECTION_TYPE_TXT,1518965c-0236-5179-8bcd-8536cede46c2,TEXT,PLM_DRN,Type,Plm Acc Connection Type Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,RGL_CMPL_SPARE_02_TXT,e09f8a5d-d804-4eab-9ae5-da56f1f77e02,TEXT,RGL_CMPL,Type,Spare parameter 2 for RGL_CMPL group,False,,,REGULATORY,1,1
Generic Models,VT_ISO_COMPLIANCE_TXT,98f5015e-f788-43c3-8bfc-f185040c5d23,TEXT,TPL_TRACKING,Type,ISO 19650 compliance status [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,BLE_FACADE_VENTILATED_TXT,e2903b5e-3c83-52f5-be65-38035c5ae234,TEXT,CST_PROC,Type,Ble Facade Ventilated Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_ROOF_DOWNPPE_SZ_MM,0593605e-34af-58ad-a721-1812417ba5db,LENGTH,CST_PROC,Type,Ble Roof Downppe Sz Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_DOOR_GLAZING_PCT,97c22b5f-f1e0-51af-af99-441981dff085,NUMBER,CST_PROC,Type,Ble Door Glazing Pct [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_UNIT_PRICE_BLOCK_UGX,981b325f-f103-4911-810f-b1e07b5325dd,CURRENCY,COM_DAT,Type,Unit price per block in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,MA_ELEMENT_CATEGORY_TXT,7a57b85f-2cbc-4e28-908d-ec2a200d3bae,TEXT,TPL_TRACKING,Type,Element category [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,CST_SUP_ALTERNATIVE_SUPPLIERS_TXT,886b0a60-5446-5dc8-9f6c-319ffdd0fd1d,TEXT,COM_DAT,Type,Cst Sup Alternative Suppliers Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,ELC_PNL_CKT_SOURCE_NAME_02_TXT,2edc2860-64a8-4597-8f4d-ef5123a84bf3,TEXT,ELC_PWR,Type,Elc Pnl tag,False,,,ELECTRICAL,1,0
Generic Models,ELC_CKT_IDENTIFICATION_TXT,554e6560-f728-552e-8879-f949664d2f8d,TEXT,ELC_PWR,Type,Elc Ckt Identification Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,BLE_APP-DESCRIPTION,169aa860-ea1c-58b4-951c-9a5056d01c44,TEXT,CST_PROC,Instance,Ble App-description [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,MAT_LAYER_5_FUNCTION,7b72e860-4a66-5cce-ac4a-2ea5e638ff8f,TEXT,MAT_INFO,Instance,Mat Layer 5 Function [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_GSK_SZ_DIMENSION_TXT,4329f660-cac8-5a60-8e39-57c1ef38aea5,TEXT,PLM_DRN,Type,Plm Gsk Sz Dimension Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,PRJ_TB_DATE_CHECKED_TXT,85f04e61-409b-5fae-bd4f-e4414e9d69b5,TEXT,PRJ_INFORMATION,Type,Prj Tb Date Checked Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PLM_STR_MESH_SZ_MICRON_TXT,78ff5c61-0d2b-5344-9fd7-561befe01575,TEXT,PLM_DRN,Type,Plm Str Mesh Sz Micron Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,BLE_APP-CUT_PATTERN,af228161-0fa7-5d33-8e17-dae0514484d5,TEXT,CST_PROC,Instance,Ble App-cut Pattern [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_RAMP_SLOPE_PCT,d0e7a861-94a5-5014-b190-7d3d5a58a5b7,NUMBER,CST_PROC,Type,Ble Ramp Slope Pct [ISO 19650-1:2018],True,(BLE_RAMP_HEIGHT_MM / BLE_RAMP_LENGTH_MM) * 100,"BLE_RAMP_HEIGHT_MM, BLE_RAMP_LENGTH_MM",ARCHITECTURAL,0,0
Generic Models,MAT_LAYER_1_FUNCTION,0359c961-29ed-5f4b-b3e6-a7dc55c23665,TEXT,MAT_INFO,Instance,Mat Layer 1 Function [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,COM_DAT,Type,Cst S Frm Slab Area Sq M [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,ELC_PWR_CONNECTED_LOAD_KW,5d0e4463-a9c8-5df2-82bc-703c62395bd9,ELECTRICAL_POWER,ELC_PWR,Type,Elc Pwr Connected Load Kw [ISO 19650-1:2018],True,ELC_CKT_PWR_KW * ELC_DIV_FCT_NR,"ELC_CKT_PWR_KW, ELC_DIV_FCT_NR",ELECTRICAL,0,0
Generic Models,BLE_MAT_APPLICATION_TXT,737c5d63-4578-521b-a5b9-499f7c1969e3,TEXT,CST_PROC,Instance,Ble Mat Application Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,FLS_SFTY_DEV_ZONE_TXT,aa4c6e64-d779-53cf-928b-86b1eada6fea,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Dev Zone Txt [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,CST_S_MAS_WALL_THICKNESS_MM,1f769f64-6faa-539f-b45f-6e19f98d1c89,LENGTH,COM_DAT,Type,Cst S Mas Wall Thickness Mm [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,ELC_CKT_BRK_RATING_A,8686e464-9edb-5112-a6a3-d0b7624d12f7,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Ckt Brk Rating A [ISO 19650-1:2018],True,ELC_CKT_CUR_A * 1.25,ELC_CKT_CUR_A,ELECTRICAL,0,0
Generic Models,PRJ_DRAWING_TITLE_TXT,934a3665-36c7-538a-a0f8-7f82c906de5a,TEXT,PRJ_INFORMATION,Type,Prj Drawing Title Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,COM_BMS_RANGE_TXT,bf1e5465-122e-537d-b2c0-f35533c68e5f,TEXT,COM_DAT,Type,Com Bms Range Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Generic Models,CST_TOTAL_ADHESIVE_COST,762b6565-b7ec-4c8a-b24d-5b6015c43f55,CURRENCY,COM_DAT,Type,Total adhesive cost in UGX [ISO 19650-3:2020],True,CST_CALC_ADHESIVE_KG * CST_UNIT_PRICE_ADHESIVE_UGX,"CST_CALC_ADHESIVE_KG, CST_UNIT_PRICE_ADHESIVE_UGX",COSTING,0,1
Generic Models,ELC_CKT_CBL_SZ_MM,5fdec965-f61d-51e4-9fdb-a2461a9b8241,LENGTH,ELC_PWR,Type,Elc Ckt Cbl Sz Mm [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,SYS_DESIGN_VELOCITY_TXT,5e054f66-e3c4-4ed1-a4ca-34f79617f71d,TEXT,TPL_TRACKING,Type,Design velocity [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,RGL_ACCESS_TURNING_RADIUS_MM,89a66a66-1279-54dd-8b1e-40338509ceb8,LENGTH,RGL_CMPL,Type,Rgl Access Turning Radius Mm [ISO 19650-1:2018],True,"if(ASS_ROOM_AREA_SQ_M >= 3.24, 1500, 0)",ASS_ROOM_AREA_SQ_M,REGULATORY,0,1
Generic Models,VT_VISUAL_STYLE_TXT,58999b66-3923-4ee8-b5f7-3fe2b130e131,TEXT,TPL_TRACKING,Type,Visual style setting [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,ASS_PMT_PRO_SUPPLIER_TXT,e371f568-6516-5329-a270-02c6cb9ab850,TEXT,ASS_MNG,Type,Ass Pmt Pro Supplier Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,HVC_TERMINAL_DAMPER_TXT,05a44669-a8ec-5f2d-abca-5bf15bcbbe76,TEXT,HVC_SYSTEMS,Type,Hvc Terminal Damper Txt [ISO 19650-1:2018],False,,,HVAC,1,0
Generic Models,RGL_ACCESS_THRESHOLD_HEIGHT_MM,ec375f69-730f-5b7a-aea3-44f12902f333,LENGTH,RGL_CMPL,Type,Rgl Access Threshold Height Mm [ISO 19650-1:2018],True,"if(BLE_DOOR_HEIGHT_MM >= 2100, 0, 2100 - BLE_DOOR_HEIGHT_MM)",BLE_DOOR_HEIGHT_MM,REGULATORY,0,1
Generic Models,PLM_SPT_ANCHOR_TYPE_TXT,f6da6369-1dcd-581b-8bcc-44a572e623ef,TEXT,PLM_DRN,Type,Plm Spt Anchor Type Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
