# v2.3 | 20260227 | BIM Template category_bindings
Parameter_Name,Revit_Category,Binding_Type,Is_Shared
CST_S_CON_SLUMP_MM,Plumbing Fixtures,Type,True
CST_S_CON_SLUMP_MM,Ramps,Type,True
CST_S_CON_SLUMP_MM,Roofs,Type,True
CST_S_CON_SLUMP_MM,Rooms,Type,True
CST_S_CON_SLUMP_MM,Specialty Equipment,Type,True
CST_S_CON_SLUMP_MM,Sprinklers,Type,True
CST_S_CON_SLUMP_MM,Stairs,Type,True
CST_S_CON_SLUMP_MM,Walls,Type,True
CST_S_CON_SLUMP_MM,Windows,Type,True
CST_S_CON_STRENGTH_MPA,Air Terminals,Type,True
CST_S_CON_STRENGTH_MPA,Cable Trays,Type,True
CST_S_CON_STRENGTH_MPA,Casework,Type,True
CST_S_CON_STRENGTH_MPA,Ceilings,Type,True
CST_S_CON_STRENGTH_MPA,Conduits,Type,True
CST_S_CON_STRENGTH_MPA,Curtain Panels,Type,True
CST_S_CON_STRENGTH_MPA,Curtain Wall Mullions,Type,True
CST_S_CON_STRENGTH_MPA,Doors,Type,True
CST_S_CON_STRENGTH_MPA,Ducts,Type,True
CST_S_CON_STRENGTH_MPA,Electrical Equipment,Type,True
CST_S_CON_STRENGTH_MPA,Electrical Fixtures,Type,True
CST_S_CON_STRENGTH_MPA,Floors,Type,True
CST_S_CON_STRENGTH_MPA,Furniture,Type,True
CST_S_CON_STRENGTH_MPA,Generic Models,Type,True
CST_S_CON_STRENGTH_MPA,Lighting Fixtures,Type,True
CST_S_CON_STRENGTH_MPA,Mechanical Equipment,Type,True
CST_S_CON_STRENGTH_MPA,Pipe Accessories,Type,True
CST_S_CON_STRENGTH_MPA,Pipe Fittings,Type,True
CST_S_CON_STRENGTH_MPA,Pipes,Type,True
CST_S_CON_STRENGTH_MPA,Plumbing Equipment,Type,True
CST_S_CON_STRENGTH_MPA,Plumbing Fixtures,Type,True
CST_S_CON_STRENGTH_MPA,Ramps,Type,True
CST_S_CON_STRENGTH_MPA,Roofs,Type,True
CST_S_CON_STRENGTH_MPA,Rooms,Type,True
CST_S_CON_STRENGTH_MPA,Specialty Equipment,Type,True
CST_S_CON_STRENGTH_MPA,Sprinklers,Type,True
CST_S_CON_STRENGTH_MPA,Stairs,Type,True
CST_S_CON_STRENGTH_MPA,Walls,Type,True
CST_S_CON_STRENGTH_MPA,Windows,Type,True
CST_S_CON_TYPE_TXT,Air Terminals,Type,True
CST_S_CON_TYPE_TXT,Cable Trays,Type,True
CST_S_CON_TYPE_TXT,Casework,Type,True
CST_S_CON_TYPE_TXT,Ceilings,Type,True
CST_S_CON_TYPE_TXT,Conduits,Type,True
CST_S_CON_TYPE_TXT,Curtain Panels,Type,True
CST_S_CON_TYPE_TXT,Curtain Wall Mullions,Type,True
CST_S_CON_TYPE_TXT,Doors,Type,True
CST_S_CON_TYPE_TXT,Ducts,Type,True
CST_S_CON_TYPE_TXT,Electrical Equipment,Type,True
CST_S_CON_TYPE_TXT,Electrical Fixtures,Type,True
CST_S_CON_TYPE_TXT,Floors,Type,True
CST_S_CON_TYPE_TXT,Furniture,Type,True
CST_S_CON_TYPE_TXT,Generic Models,Type,True
CST_S_CON_TYPE_TXT,Lighting Fixtures,Type,True
CST_S_CON_TYPE_TXT,Mechanical Equipment,Type,True
CST_S_CON_TYPE_TXT,Pipe Accessories,Type,True
CST_S_CON_TYPE_TXT,Pipe Fittings,Type,True
CST_S_CON_TYPE_TXT,Pipes,Type,True
CST_S_CON_TYPE_TXT,Plumbing Equipment,Type,True
CST_S_CON_TYPE_TXT,Plumbing Fixtures,Type,True
CST_S_CON_TYPE_TXT,Ramps,Type,True
CST_S_CON_TYPE_TXT,Roofs,Type,True
CST_S_CON_TYPE_TXT,Rooms,Type,True
CST_S_CON_TYPE_TXT,Specialty Equipment,Type,True
CST_S_CON_TYPE_TXT,Sprinklers,Type,True
CST_S_CON_TYPE_TXT,Stairs,Type,True
CST_S_CON_TYPE_TXT,Walls,Type,True
CST_S_CON_TYPE_TXT,Windows,Type,True
CST_S_CON_VOLUME_CU_M,Ceilings,Type,True
CST_S_CON_VOLUME_CU_M,Curtain Panels,Type,True
CST_S_CON_VOLUME_CU_M,Doors,Type,True
CST_S_CON_VOLUME_CU_M,Floors,Type,True
CST_S_CON_VOLUME_CU_M,Generic Models,Type,True
CST_S_CON_VOLUME_CU_M,Ramps,Type,True
CST_S_CON_VOLUME_CU_M,Roofs,Type,True
CST_S_CON_VOLUME_CU_M,Specialty Equipment,Type,True
CST_S_CON_VOLUME_CU_M,Stairs,Type,True
CST_S_CON_VOLUME_CU_M,Walls,Type,True
CST_S_CON_VOLUME_CU_M,Windows,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Air Terminals,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Cable Trays,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Casework,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Ceilings,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Conduits,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Curtain Panels,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Curtain Wall Mullions,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Doors,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Ducts,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Electrical Equipment,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Electrical Fixtures,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Floors,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Furniture,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Generic Models,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Lighting Fixtures,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Mechanical Equipment,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Pipe Accessories,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Pipe Fittings,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Pipes,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Plumbing Equipment,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Plumbing Fixtures,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Ramps,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Roofs,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Rooms,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Specialty Equipment,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Sprinklers,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Stairs,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Walls,Type,True
CST_S_CON_VOLUME_WASTAGE_CU_M,Windows,Type,True
CST_S_CON_WTR_VOLUME_L,Air Terminals,Type,True
CST_S_CON_WTR_VOLUME_L,Cable Trays,Type,True
CST_S_CON_WTR_VOLUME_L,Casework,Type,True
CST_S_CON_WTR_VOLUME_L,Ceilings,Type,True
CST_S_CON_WTR_VOLUME_L,Conduits,Type,True
CST_S_CON_WTR_VOLUME_L,Curtain Panels,Type,True
CST_S_CON_WTR_VOLUME_L,Curtain Wall Mullions,Type,True
CST_S_CON_WTR_VOLUME_L,Doors,Type,True
CST_S_CON_WTR_VOLUME_L,Ducts,Type,True
CST_S_CON_WTR_VOLUME_L,Electrical Equipment,Type,True
CST_S_CON_WTR_VOLUME_L,Electrical Fixtures,Type,True
CST_S_CON_WTR_VOLUME_L,Floors,Type,True
CST_S_CON_WTR_VOLUME_L,Furniture,Type,True
CST_S_CON_WTR_VOLUME_L,Generic Models,Type,True
CST_S_CON_WTR_VOLUME_L,Lighting Fixtures,Type,True
CST_S_CON_WTR_VOLUME_L,Mechanical Equipment,Type,True
CST_S_CON_WTR_VOLUME_L,Pipe Accessories,Type,True
CST_S_CON_WTR_VOLUME_L,Pipe Fittings,Type,True
CST_S_CON_WTR_VOLUME_L,Pipes,Type,True
CST_S_CON_WTR_VOLUME_L,Plumbing Equipment,Type,True
CST_S_CON_WTR_VOLUME_L,Plumbing Fixtures,Type,True
CST_S_CON_WTR_VOLUME_L,Ramps,Type,True
CST_S_CON_WTR_VOLUME_L,Roofs,Type,True
CST_S_CON_WTR_VOLUME_L,Rooms,Type,True
CST_S_CON_WTR_VOLUME_L,Specialty Equipment,Type,True
CST_S_CON_WTR_VOLUME_L,Sprinklers,Type,True
CST_S_CON_WTR_VOLUME_L,Stairs,Type,True
CST_S_CON_WTR_VOLUME_L,Walls,Type,True
CST_S_CON_WTR_VOLUME_L,Windows,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Air Terminals,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Cable Trays,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Casework,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Ceilings,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Conduits,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Curtain Panels,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Curtain Wall Mullions,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Doors,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Ducts,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Electrical Equipment,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Electrical Fixtures,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Floors,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Furniture,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Generic Models,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Lighting Fixtures,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Mechanical Equipment,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Pipe Accessories,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Pipe Fittings,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Pipes,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Plumbing Equipment,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Plumbing Fixtures,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Ramps,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Roofs,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Rooms,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Specialty Equipment,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Sprinklers,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Stairs,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Walls,Type,True
CST_S_EAR_BACKFILL_VOLUME_CU_M,Windows,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Air Terminals,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Cable Trays,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Casework,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Ceilings,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Conduits,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Curtain Panels,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Curtain Wall Mullions,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Doors,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Ducts,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Electrical Equipment,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Electrical Fixtures,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Floors,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Furniture,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Generic Models,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Lighting Fixtures,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Mechanical Equipment,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Pipe Accessories,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Pipe Fittings,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Pipes,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Plumbing Equipment,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Plumbing Fixtures,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Ramps,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Roofs,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Rooms,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Specialty Equipment,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Sprinklers,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Stairs,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Walls,Type,True
CST_S_EAR_BLINDING_VOLUME_CU_M,Windows,Type,True
CST_S_EAR_COMPACTION_NR,Air Terminals,Type,True
CST_S_EAR_COMPACTION_NR,Cable Trays,Type,True
CST_S_EAR_COMPACTION_NR,Casework,Type,True
CST_S_EAR_COMPACTION_NR,Ceilings,Type,True
CST_S_EAR_COMPACTION_NR,Conduits,Type,True
CST_S_EAR_COMPACTION_NR,Curtain Panels,Type,True
CST_S_EAR_COMPACTION_NR,Curtain Wall Mullions,Type,True
CST_S_EAR_COMPACTION_NR,Doors,Type,True
CST_S_EAR_COMPACTION_NR,Ducts,Type,True
CST_S_EAR_COMPACTION_NR,Electrical Equipment,Type,True
CST_S_EAR_COMPACTION_NR,Electrical Fixtures,Type,True
CST_S_EAR_COMPACTION_NR,Floors,Type,True
CST_S_EAR_COMPACTION_NR,Furniture,Type,True
CST_S_EAR_COMPACTION_NR,Generic Models,Type,True
CST_S_EAR_COMPACTION_NR,Lighting Fixtures,Type,True
CST_S_EAR_COMPACTION_NR,Mechanical Equipment,Type,True
CST_S_EAR_COMPACTION_NR,Pipe Accessories,Type,True
CST_S_EAR_COMPACTION_NR,Pipe Fittings,Type,True
CST_S_EAR_COMPACTION_NR,Pipes,Type,True
CST_S_EAR_COMPACTION_NR,Plumbing Equipment,Type,True
CST_S_EAR_COMPACTION_NR,Plumbing Fixtures,Type,True
CST_S_EAR_COMPACTION_NR,Ramps,Type,True
CST_S_EAR_COMPACTION_NR,Roofs,Type,True
CST_S_EAR_COMPACTION_NR,Rooms,Type,True
CST_S_EAR_COMPACTION_NR,Specialty Equipment,Type,True
CST_S_EAR_COMPACTION_NR,Sprinklers,Type,True
CST_S_EAR_COMPACTION_NR,Stairs,Type,True
CST_S_EAR_COMPACTION_NR,Walls,Type,True
CST_S_EAR_COMPACTION_NR,Windows,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Air Terminals,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Cable Trays,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Casework,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Ceilings,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Conduits,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Curtain Panels,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Curtain Wall Mullions,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Doors,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Ducts,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Electrical Equipment,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Electrical Fixtures,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Floors,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Furniture,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Generic Models,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Lighting Fixtures,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Mechanical Equipment,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Pipe Accessories,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Pipe Fittings,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Pipes,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Plumbing Equipment,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Plumbing Fixtures,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Ramps,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Roofs,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Rooms,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Specialty Equipment,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Sprinklers,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Stairs,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Walls,Type,True
CST_S_EAR_EXCAVATION_DEPTH_M,Windows,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Air Terminals,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Cable Trays,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Casework,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Ceilings,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Conduits,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Curtain Panels,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Curtain Wall Mullions,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Doors,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Ducts,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Electrical Equipment,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Electrical Fixtures,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Floors,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Furniture,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Generic Models,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Lighting Fixtures,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Mechanical Equipment,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Pipe Accessories,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Pipe Fittings,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Pipes,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Plumbing Equipment,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Plumbing Fixtures,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Ramps,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Roofs,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Rooms,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Specialty Equipment,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Sprinklers,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Stairs,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Walls,Type,True
CST_S_EAR_EXCAVATION_METHOD_TXT,Windows,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Air Terminals,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Cable Trays,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Casework,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Ceilings,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Conduits,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Curtain Panels,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Curtain Wall Mullions,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Doors,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Ducts,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Electrical Equipment,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Electrical Fixtures,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Floors,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Furniture,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Generic Models,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Lighting Fixtures,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Mechanical Equipment,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Pipe Accessories,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Pipe Fittings,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Pipes,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Plumbing Equipment,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Plumbing Fixtures,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Ramps,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Roofs,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Rooms,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Specialty Equipment,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Sprinklers,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Stairs,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Walls,Type,True
CST_S_EAR_EXCAVATION_VOLUME_CU_M,Windows,Type,True
CST_S_EAR_FILL_MAT_TXT,Air Terminals,Type,True
CST_S_EAR_FILL_MAT_TXT,Cable Trays,Type,True
CST_S_EAR_FILL_MAT_TXT,Casework,Type,True
CST_S_EAR_FILL_MAT_TXT,Ceilings,Type,True
CST_S_EAR_FILL_MAT_TXT,Conduits,Type,True
CST_S_EAR_FILL_MAT_TXT,Curtain Panels,Type,True
CST_S_EAR_FILL_MAT_TXT,Curtain Wall Mullions,Type,True
CST_S_EAR_FILL_MAT_TXT,Doors,Type,True
CST_S_EAR_FILL_MAT_TXT,Ducts,Type,True
CST_S_EAR_FILL_MAT_TXT,Electrical Equipment,Type,True
CST_S_EAR_FILL_MAT_TXT,Electrical Fixtures,Type,True
CST_S_EAR_FILL_MAT_TXT,Floors,Type,True
CST_S_EAR_FILL_MAT_TXT,Furniture,Type,True
CST_S_EAR_FILL_MAT_TXT,Generic Models,Type,True
CST_S_EAR_FILL_MAT_TXT,Lighting Fixtures,Type,True
CST_S_EAR_FILL_MAT_TXT,Mechanical Equipment,Type,True
CST_S_EAR_FILL_MAT_TXT,Pipe Accessories,Type,True
CST_S_EAR_FILL_MAT_TXT,Pipe Fittings,Type,True
CST_S_EAR_FILL_MAT_TXT,Pipes,Type,True
CST_S_EAR_FILL_MAT_TXT,Plumbing Equipment,Type,True
CST_S_EAR_FILL_MAT_TXT,Plumbing Fixtures,Type,True
CST_S_EAR_FILL_MAT_TXT,Ramps,Type,True
CST_S_EAR_FILL_MAT_TXT,Roofs,Type,True
CST_S_EAR_FILL_MAT_TXT,Rooms,Type,True
CST_S_EAR_FILL_MAT_TXT,Specialty Equipment,Type,True
CST_S_EAR_FILL_MAT_TXT,Sprinklers,Type,True
CST_S_EAR_FILL_MAT_TXT,Stairs,Type,True
CST_S_EAR_FILL_MAT_TXT,Walls,Type,True
CST_S_EAR_FILL_MAT_TXT,Windows,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Air Terminals,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Cable Trays,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Casework,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Ceilings,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Conduits,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Curtain Panels,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Curtain Wall Mullions,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Doors,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Ducts,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Electrical Equipment,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Electrical Fixtures,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Floors,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Furniture,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Generic Models,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Lighting Fixtures,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Mechanical Equipment,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Pipe Accessories,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Pipe Fittings,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Pipes,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Plumbing Equipment,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Plumbing Fixtures,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Ramps,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Roofs,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Rooms,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Specialty Equipment,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Sprinklers,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Stairs,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Walls,Type,True
CST_S_EAR_GEOTEXTILE_AREA_SQ_M,Windows,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Air Terminals,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Cable Trays,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Casework,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Ceilings,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Conduits,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Curtain Panels,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Curtain Wall Mullions,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Doors,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Ducts,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Electrical Equipment,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Electrical Fixtures,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Floors,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Furniture,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Generic Models,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Lighting Fixtures,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Mechanical Equipment,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Pipe Accessories,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Pipe Fittings,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Pipes,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Plumbing Equipment,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Plumbing Fixtures,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Ramps,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Roofs,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Rooms,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Specialty Equipment,Type,True
CST_S_EAR_HARDCORE_THICKNESS_MM,Sprinklers,Type,True
