# Parameter->Category binding accuracy audit — generated by gen_audit.py (not verified in Revit)
# BindingBefore = pre-fix runtime binding (group override or ALL element categories)
# BindingAfter  = post-fix runtime binding (universal->ALL; else per-param CATEGORY_BINDINGS.csv; else group override; else GAP=ALL)
Parameter,Prefix,Group,BindingBefore,BindingAfter,OnDuctsBefore,OnDuctsAfter,Flag
ELC_WIRE_ARMOUR_CONT_OK_BOOL,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_CIRCUIT_BREAKER_A,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_CIRCUIT_TYPE_TXT,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_COND_MAT_TXT,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_CORE_COUNT_INT,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_CSA_MM2_NUM,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_EARTH_CSA_MM2,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_FIRE_RATED_BOOL,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_INSTALL_METHOD_TXT,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_MAX_DEMAND_A,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_PHASE_TXT,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_PROFILE_ID_TXT,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_SHIELDED_BOOL,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_SIZE_TXT,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELC_WIRE_VD_PCT_NUM,ELC,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ELE_FIX_TAG,ELE,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
ENV_TAG_1_TXT,ENV,PER_SUST,ALL,ALL,Y,Y,OK
EQP_TAG_1_TXT,EQP,ASS_MNG,ALL,ALL,Y,Y,OK
EV_CHARGER_CIRCUIT_REF,EV,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
EV_CHARGER_KW,EV,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
EV_CHARGER_TYPE_TXT,EV,ELC_PWR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices|Electrical Circuits,Y,Y,OK
FAB_CONTAINMENT_D_MM,FAB,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
FAB_CONTAINMENT_W_MM,FAB,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
FAB_DCT_H_MM,FAB,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
FAB_DCT_W_MM,FAB,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
FAB_HANGER_LOAD_KN,FAB,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
FAB_HANGER_TYPE_TXT,FAB,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
FAB_PIPE_DN_MM,FAB,BLE_STRUCTURE,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,N,N,OK
